itineraryId,flightNumber,airline,destination,train,hotel,hotelPricePerNight,totalCost,travelDate
01658158-9312-4316-9867-a9669beda9be,LX1918,Swiss International,PTY,Train #456,Hill and Sons Hotel,146.71,464.04,2024-11-10T11:16:00
421643a6-ee79-4444-84ef-24a09ab5ef0c,CA4450,Air China,DXB,None,Fox PLC Hotel,341.22,1434.66,2024-01-05T05:55:00
79cab452-c3c6-4c0e-8f3d-43a77522995b,MG3018,Champion Air,LAX,Train #456,None,,561.95,2024-04-14T23:08:00
bb91632b-4b1a-489a-8ff1-353a394484d6,YV9111,Mesa Airlines,HKG,Train #456,Armstrong LLC Hotel,317.76,637.43,2025-12-04T23:56:00
de2abc70-29e6-4970-9828-36db17222523,VS2703,Virgin Atlantic,YVR,None,"Flores, Austin and Garcia Hotel",490.51,653.57,2024-11-16T08:37:00
0142c6e7-cad1-42e3-b5e7-bd9d17da8891,KL1594,KLM Royal Dutch Airlines,YVR,Train #456,Gonzalez-Armstrong Hotel,265.8,1746.05,2025-08-04T03:44:00
d1f8c63e-1188-4f42-adef-6a319e516358,FL1044,AirTran Airways,FRA,None,"Henry, Smith and Jackson Hotel",321.64,590.27,2025-01-06T18:34:00
332c0a71-1cc9-4e4e-96fb-4365642f7fa7,XP7619,Sports Hawk,PTY,None,Garcia-Valencia Hotel,109.62,412.62,2025-08-03T15:01:00
30b53c5e-9a9e-46a8-8e5b-51aad76c9ba5,9W9360,Jet Airways,ORD,None,Ferguson-Smith Hotel,70.13,1384.85,2024-05-11T06:50:00
f744c1cc-d134-48d9-aa38-e50394920bd7,BA3735,British Airways,DXB,Train #123,None,,133.39,2025-03-20T21:00:00
7b8bdf6b-aeca-471b-8ea3-0192adb89671,9W2818,Jet Airways,NRT,Train #123,"Petersen, Ramirez and Barnes Hotel",351.87,661.71,2024-06-29T20:41:00
18846589-d1e4-4288-83ce-2a4b94c2b18e,MT6917,El Al Israel Airlines LTD.,DEL,Train #456,Valdez LLC Hotel,299.24,616.68,2025-06-10T08:14:00
5fc5eac5-8f2e-48f9-bac8-c4f9865dee2e,LH3383,Lufthansa German Airlines,LAX,Train #123,Clayton PLC Hotel,172.93,1262.5,2024-07-18T19:54:00
91860b60-ac49-47c0-a6c1-9792d3be59ed,UA6938,United Airlines,MEX,None,Kirby Group Hotel,77.6,466.67,2024-12-24T12:51:00
de5686ee-0a59-488c-960b-5c24357f7d88,5Y1839,"China Eastern Airlines, Inc",LAX,Train #456,Jenkins-Elliott Hotel,120.27,1354.05,2025-01-08T16:41:00
81f59864-40c7-4c1d-a530-07f1073c8bb0,AB9543,Air Berlin,YUL,None,None,,684.85,2025-08-17T18:10:00
a5c31860-91c0-4ffc-9475-1aa50fa1dd31,CP5310,Compass Airlines,CUN,None,Dominguez-Rose Hotel,55.37,512.69,2024-01-16T12:42:00
ccaea247-f9ad-41fc-94b8-d2d3ddd73e4b,OY4955,Omni Air International,PTY,Train #123,"Lopez, Rodriguez and Rogers Hotel",450.15,1010.06,2025-09-22T10:31:00
4e387f82-7d8e-4ea3-b14a-ac4c41dc4755,TW7489,El Al Israel Airlines LTD.,PTY,Train #456,"Erickson, Miller and Sweeney Hotel",159.45,501.56,2024-10-17T14:54:00
e2361d5c-ac0e-450d-be5e-9d94097df053,TS2152,El Al Israel Airlines LTD.,CDG,Train #456,"Hicks, Campos and Boyd Hotel",225.61,1495.32,2024-05-21T15:20:00
433bb647-be62-4de3-a0e6-f3457e3aa889,HA8328,Hawaiian Airlines,ORD,None,None,,738.71,2024-11-05T12:39:00
193bfbf3-2223-4b34-8405-9b3573bbd509,WS4054,WestJet,LAX,None,None,,522.43,2025-09-26T12:21:00
5672789a-1054-4062-9425-026406275cf5,JX7430,Starlux Airlines Co. LTD,MIA,Train #123,"Armstrong, Brown and Kirk Hotel",326.52,1420.74,2024-11-13T05:06:00
404bc386-cdd7-4c7c-8e2d-0e0da79d026c,WI6495,Tradewinds Airlines,DEL,Train #123,Barajas PLC Hotel,315.06,608.32,2025-12-31T20:39:00
6016fc6d-48dc-42c2-a301-b9a9baede27b,YX1791,Midwest Airlines,LAX,Train #456,"Crawford, Macdonald and King Hotel",209.35,794.1,2024-04-10T05:44:00
5add6368-0d50-4f26-833b-08f9f715bb35,HX141,Hong Kong Airlines Limited,MIA,None,None,,1127.05,2024-12-16T16:46:00
34376cbb-e55a-4b7a-a571-705ca34f8ca7,IB2551,Iberia,MEX,Train #456,Robinson Inc Hotel,257.79,705.03,2024-11-21T03:40:00
48ad6eab-d1e8-4803-b867-049ae5510019,BF3268,French Bee,DOH,Train #123,"Wright, Daniel and Roberts Hotel",483.36,869.4,2024-07-02T07:46:00
3fce0a31-86c2-46f4-a806-a4563214357c,ZG4565,ZIPAIR Tokyo Inc,LHR,None,"Wright, Snyder and Hartman Hotel",52.82,630.9,2024-07-26T21:00:00
afaa0ae9-26fe-4698-bd28-628bac763492,CP4467,Canadian Airlines,CUN,Train #456,Munoz Group Hotel,420.82,818.27,2025-12-10T06:59:00
d47526ab-6709-4fe6-a313-caa21bfa2c47,Z05741,Trego Dugan Aviation,DEL,None,Rowe Group Hotel,407.46,679.48,2025-10-14T21:01:00
64a9eb36-6809-48d0-8794-85828a596cc6,WN1130,Southwest Airlines,DEL,None,None,,931.33,2025-09-15T14:53:00
35dbcb88-287c-422e-84a7-2e4613c6b301,UA2638,United Airlines,LAX,Train #456,None,,540.7,2025-05-07T19:14:00
67ee9b63-bfb5-43b3-93a2-48c3d11b3190,QQ6532,Reno Air,SJO,Train #456,"Higgins, Farmer and Golden Hotel",56.75,353.93,2024-11-11T04:46:00
275bf83e-0a76-4353-93f0-8f6fc88be14f,MQ8796,American Eagle Airlines,SIN,Train #456,Perry LLC Hotel,243.5,416.94,2025-06-11T21:16:00
2b6f010a-2090-493e-a366-b96e62a00ad0,CC871,Air Atlanta Icelandic,YYZ,Train #456,"Fernandez, Lyons and Anderson Hotel",420.72,1367.67,2025-01-18T18:45:00
900883b8-fa3f-466f-b43b-6b7f9719bece,DL1022,Delta Air Lines,LAX,Train #123,Buchanan Ltd Hotel,142.91,1348.82,2024-05-24T21:13:00
f50cbeb7-420b-43ce-854a-faaeeec81d31,TZ3517,ATA Airlines,AMS,None,"Baker, Reyes and Espinoza Hotel",265.04,1710.49,2024-01-15T17:52:00
07703c6f-37b1-4933-92d8-95e04dd75207,NJ3142,Vanguard Airlines,DXB,Train #456,None,,238.24,2024-04-02T11:26:00
de6ad8e0-5920-4118-986d-890c977ec376,4O508,ABC Aerolineas S.A. de C.V. dba Interjet,DEL,Train #123,"Jones, Cruz and Campbell Hotel",436.12,993.31,2025-03-15T18:05:00
0f706bc4-41b8-4f31-a705-30744f396934,9W4086,Jet Airways,YVR,None,"Odonnell, Hernandez and Smith Hotel",71.86,364.36,2025-10-16T17:20:00
6bab0bed-b84b-4ef0-a6bd-e8dff0948e4d,SR3602,Swissair,LAX,Train #456,None,,201.86,2024-09-30T05:40:00
7d8a5b3a-db40-4566-95d6-22680339fe13,ZG8712,ZIPAIR Tokyo Inc,HKG,Train #456,None,,287.04,2024-06-12T05:25:00
07b9c626-58da-4335-8415-96b1345f2725,UA7173,United Airlines - Pre 07/01/2013,CUN,Train #123,Guerra PLC Hotel,78.58,516.2,2024-08-30T06:28:00
8d60dd6c-115e-40d7-9d0f-8cbe18d9ea0e,QK9254,Air Canada Jazz,DOH,Train #123,None,,285.18,2025-03-11T17:18:00
2cd5039d-7dd9-401e-ae1f-dfca944de836,NZ7326,Air New Zealand,YUL,None,Andrews Ltd Hotel,58.89,449.57,2024-07-13T05:25:00
a358dab7-8925-4998-82fd-cdebc195a63f,AM961,Aeromexico,LAX,Train #123,None,,537.25,2024-05-15T06:05:00
ff167815-8246-4d86-9ef9-c58c82956cfe,XE3207,ExpressJet Airlines,DXB,None,"Osborne, Sanchez and Carter Hotel",492.31,1753.53,2025-05-08T10:13:00
1c2c54af-5c4c-483a-8145-18ad7b2937b1,EY4100,Etihad Airways,SJO,Train #456,"Davis, Levine and Sullivan Hotel",153.57,608.26,2024-12-18T23:59:00
21dbb999-e374-4ff0-854a-9ebd8ff2b279,HA5492,"China Eastern Airlines, Inc",MIA,Train #456,Stevenson-Bell Hotel,338.69,1549.3,2025-02-04T22:51:00
e9b6181c-42f1-4783-83ab-0759926c5c8b,FF845,Tower Air,CUN,Train #456,Bright LLC Hotel,224.29,1690.95,2025-03-23T23:28:00
a6d770a9-eb98-42b4-ad0c-ee3df60e2961,NZ3806,Air New Zealand,LHR,Train #123,"Delgado, Smith and Warner Hotel",305.73,571.96,2024-09-23T14:32:00
caa933f8-50a4-48e3-8297-e2a99fd586aa,EK3079,Emirates,CDG,None,Marquez Inc Hotel,267.24,1490.57,2024-10-14T21:41:00
3942c3be-9fcf-4da3-8ff0-8516e8952854,YX945,"Samsic Airport America, LLC",YVR,Train #123,Case and Sons Hotel,499.3,777.92,2024-03-15T05:27:00
17134cc9-3268-44d4-87f5-a5110469d78f,UA5809,United Airlines - Pre 07/01/2013,FRA,Train #456,None,,223.45,2024-04-13T05:28:00
06a109a7-ab11-4379-ae87-f3f72d2e00a6,CZ2331,China Southern,LAX,Train #123,None,,767.96,2024-09-05T02:56:00
1217f7f8-87a2-4712-9a73-ef2ca835f97d,AZ7172,Alitalia Airlines,AMS,Train #123,Myers LLC Hotel,128.79,1046.93,2025-10-29T07:16:00
7ff1b9ca-405c-447a-9069-7214e8502745,TS4617,Air Transat,NRT,None,Harper PLC Hotel,418.92,1350.86,2024-04-22T12:18:00
23b94371-8899-442e-b414-520906eb2548,Y4944,Volaris Airlines,LAX,Train #456,Davis Ltd Hotel,285.35,966.64,2025-07-31T01:23:00
d32be4a2-6d4b-4956-b5a5-f2ebac5a828a,F87068,"China Eastern Airlines, Inc",LAX,Train #456,Clark-Bates Hotel,317.11,1405.31,2024-06-13T06:41:00
2b5c91d1-b279-4390-b255-d1f4ed182eac,WW3982,WOW Air,AMS,Train #123,Moore-Allen Hotel,209.26,1207.11,2024-08-03T09:47:00
4679c4e2-04d9-4e17-b525-8392b1aeb3f9,YV373,Mesa Airlines,LAX,Train #456,Smith LLC Hotel,388.06,1406.75,2024-11-16T04:07:00
9c8aca37-82ee-4c95-8d5e-098b558f61ba,YX505,Midwest Airlines,LAX,None,None,,921.52,2025-04-05T00:11:00
c41df1cc-d40b-438e-bbe1-a78ca2a21385,AS8236,Alaska Airlines,NRT,Train #123,None,,342.46,2024-09-13T19:31:00
88677315-1ff0-4fe2-b6ee-149b6f896c3f,QQ6215,"China Eastern Airlines, Inc",LAX,Train #123,Jimenez-Miller Hotel,497.24,809.84,2024-11-21T15:05:00
bf512055-1b8b-4006-80d6-dcf902542b9a,AY3622,Finnair,LAX,Train #456,None,,898.53,2025-11-01T13:45:00
0ffc1c24-a676-432d-bc85-2ae51839d6c8,HQ2617,Harmony Airways,LAX,None,Ross and Sons Hotel,483.8,1861.15,2025-09-30T13:22:00
a08fc3e6-0367-4817-adb9-2f489cdbf5b2,WN1682,Southwest Airlines,LAX,None,None,,389.4,2024-06-08T05:59:00
16b5d5c6-4620-4297-89b6-48e892048095,AS6185,Alaska Airlines,AMS,Train #123,"Bradley, Dillon and Jones Hotel",426.81,1148.65,2024-05-21T08:37:00
404d25c0-1b29-4115-bc8d-5c9c2b297933,IB4940,Iberia,SJO,None,"Duffy, Thompson and Reyes Hotel",444.07,1344.41,2025-07-20T05:35:00
7aa1507b-104d-45d4-9315-c4b375c047b3,QR8331,Qatar Airways,JFK,None,Lynch-Moody Hotel,270.28,598.06,2025-06-24T17:58:00
e58b8bd5-109e-4821-a0b7-ed10ef8bd649,MQ9421,"Envoy Air, Inc.",LHR,Train #123,None,,1003.01,2024-09-22T18:09:00
bebc2e36-057a-4b53-8883-140a63b2fa4c,BBB607,BelAir Airlines,AMS,None,Romero-Harrison Hotel,180.55,429.57,2024-04-08T16:11:00
447cd0a0-dd31-4344-b19c-77399c484a1e,AC1335,Boeing Company,PTY,None,Salazar-Hernandez Hotel,235.44,673.37,2025-09-23T08:16:00
e868b12e-6592-4460-b741-4def070ef5c6,4O6870,ABC Aerolineas S.A. de C.V. dba Interjet,MIA,Train #456,None,,837.1,2024-06-15T00:45:00
5d8441e9-ce33-41de-aa77-2bc60ef180b8,TZ9806,ATA Airlines,SJO,Train #123,None,,978.27,2025-06-08T02:59:00
476526b4-5ecc-4ee8-95af-371c49c45f50,CC3532,Air Atlanta Icelandic,NRT,Train #123,None,,667.14,2025-12-05T00:21:00
98efb812-cd7e-4a6b-826b-060dbd7de6dd,4O9688,ABC Aerolineas S.A. de C.V. dba Interjet,FRA,Train #456,None,,171.24,2025-07-20T12:31:00
6f1aae7b-ba6c-4b3c-b210-6237f050efea,QX3232,Horizon Air,LAX,None,Maldonado-Cole Hotel,282.33,1528.32,2025-07-17T04:07:00
41741cb0-4a26-499f-91ac-941f189c3727,OY6357,Omni Air International,LAX,None,None,,340.96,2024-07-08T07:39:00
c972c931-e6b6-4196-8e22-4c4689e66abc,B63023,JetBlue Airways,AMS,Train #123,"Swanson, Clark and Reeves Hotel",299.62,1054.32,2025-07-02T12:52:00
29ff2057-9bea-4869-8047-97c698ccd6de,OY2459,Omni Air International,LAX,Train #123,"Greene, Rodriguez and Burnett Hotel",179.48,496.96,2025-10-30T13:46:00
c118d754-a0f0-4a3f-8f9b-fb2efe49c57d,IB8325,Iberia,LAX,Train #456,None,,468.28,2024-10-12T10:46:00
ea077699-7c14-464e-9779-37358c351259,9W4872,Jet Airways,PTY,Train #456,None,,250.74,2025-12-25T06:55:00
cc2950eb-6f9a-4d4d-a7ca-9928f18262a5,EI9590,"Aer Lingus, Ltd.",NRT,Train #123,None,,391.61,2025-08-04T13:21:00
403d393a-8d92-4bee-a190-ddc8c793ec64,EZ1897,Evergreen International Airlines,ORD,Train #123,None,,579.44,2025-02-05T16:04:00
1b4d86dc-b4c4-4e97-9b71-f6f714896c03,CP929,Compass Airlines,FRA,Train #123,None,,303.98,2025-11-08T06:25:00
f7cc7267-b5d7-4852-96ea-f17053dc7c7a,SQ9463,Singapore Airlines,LAX,Train #456,"Calhoun, Wilson and Sullivan Hotel",202.87,443.49,2025-06-03T00:43:00
1dd8a026-56ed-4448-82d8-9ab66843f19c,UA3126,United Airlines,SJO,Train #456,"Drake, Fernandez and Compton Hotel",470.3,789.79,2025-09-12T22:20:00
249abeec-5a10-43b5-b042-dadca571897f,XP2707,Xtra Airways,PTY,None,None,,403.28,2024-12-09T00:42:00
f3174441-d9f1-4830-adc0-d5539e9c70f7,NJ6294,Pacific Aviation,MEX,Train #456,"Sanders, Wilson and Nelson Hotel",219.87,864.55,2025-09-04T05:19:00
f05435fb-da1e-4eb4-bae0-dadaffab2994,CZ7674,China Southern,CDG,Train #456,Thomas-Young Hotel,237.19,692.13,2024-06-24T21:54:00
bca8bfbd-2607-4712-8df5-79adfface363,CA4428,Air China,YYZ,Train #123,Chapman LLC Hotel,251.49,606.77,2025-06-30T08:59:00
63264a65-7b79-418a-9a7a-c8be51a9b617,MU1759,China Eastern,DOH,None,Pitts-Adams Hotel,63.15,260.22,2025-05-23T20:45:00
fd7c005d-321b-4b30-b6b2-3c905e4678ce,KE9298,Korean Air Lines,JFK,Train #456,"Hickman, Reed and Doyle Hotel",301.91,659.27,2024-04-05T20:06:00
72f3d573-baa6-4a15-b034-8d1051813c56,KE5103,Korean Air Lines,LAX,Train #123,Anderson-Sharp Hotel,348.25,765.1,2024-07-03T07:26:00
b2536a98-028b-4dd4-b43f-bb1909cd88e0,AZ7790,Alitalia Airlines,LAX,Train #123,None,,598.15,2025-07-14T13:45:00
c6e39a2f-2672-48c3-9d60-0741bd9fd926,LH4198,Lufthansa German Airlines,LAX,Train #123,None,,251.61,2025-06-07T09:29:00
64cd14fd-0d31-4dd3-99f0-952ecedd063f,CP7443,Compass Airlines,CDG,Train #123,Harmon-Gilbert Hotel,86.68,217.07,2024-12-25T04:52:00
1ab0c86e-59b6-4082-afaf-d94d4272825c,WO5082,World Airways,SJO,Train #456,"Cook, Parker and Ayala Hotel",431.49,877.92,2025-05-26T02:58:00
3d3f0a2f-9962-42aa-bc93-d41f0b0036e9,LP5091,LAN Peru,YYZ,None,Velazquez-Jackson Hotel,451.2,804.05,2025-06-11T21:50:00
87074654-e388-4091-a42a-9743fe6fdedc,MQ4523,American Eagle Airlines,LAX,Train #123,Rodriguez-Chambers Hotel,111.92,541.59,2024-06-20T05:18:00
dca15970-06d3-42f2-884a-dd3a3abdba7d,UA7973,United Airlines - Pre 07/01/2013,LAX,Train #123,None,,1170.67,2025-01-07T07:36:00
db155be5-a4df-4cd3-8d5e-6fce779da488,OO3646,SkyWest Airlines,LAX,None,Carter-Anthony Hotel,165.22,309.56,2024-07-15T09:10:00
d860e0ff-1421-41fd-85b3-b95de088c626,9W3841,Servisair,DOH,Train #123,Hughes-Cooper Hotel,76.22,413.23,2024-04-24T02:46:00
5486c12e-2e48-4361-8e75-95b7d1b664ed,HA4212,Hawaiian Airlines,LAX,None,"Schmidt, Conway and Barrett Hotel",107.93,272.28,2025-08-02T16:50:00
4e18ec59-c317-45d6-9c96-8a7ce68bd4d9,AZ9708,Alitalia Airlines,CDG,Train #456,Sawyer-Woods Hotel,494.28,796.44,2025-09-29T13:59:00
e862f692-f7a5-45ae-9867-369c985083d6,MX4259,Mexicana Airlines,LAX,None,None,,899.67,2024-02-20T05:57:00
c0acf1e8-36b3-4dc5-b4a3-f044bf92bc8a,YP2972,"Air Premia, Inc.",SJO,Train #456,Rice-Ware Hotel,462.25,1048.97,2025-04-20T09:44:00
84cd23cd-a54d-4bde-bbd7-cdbdad3c6724,QX8131,Horizon Air,SIN,None,None,,1445.78,2024-11-28T10:41:00
6e3b8d83-d251-4d0e-b506-c68b5637d5b6,BBB295,BelAir Airlines,DOH,Train #456,"Bennett, Hoffman and Whitehead Hotel",188.33,454.86,2025-09-07T08:25:00
b54a7c9c-d17e-4dbb-bc06-9ee29cf59c40,XP1418,Xtra Airways,SJO,Train #456,None,,516.12,2025-03-10T08:37:00
73e29a4d-7271-43b9-ac46-442b6b5d6063,NJ6754,Vanguard Airlines,MIA,None,None,,524.03,2025-04-29T05:55:00
9f88d6d3-c03a-4250-9773-818edaf81b37,NZ2736,Servisair,YYZ,Train #123,"Ramirez, Jones and Wise Hotel",303.49,652.31,2025-05-10T01:10:00
d7edc896-32c5-4cd1-b18f-1e4c1afc004a,KE7040,Korean Air Lines,LAX,Train #123,None,,353.83,2025-09-22T20:38:00
07bb391d-2ba1-410c-9afb-6ffb384bc473,SR6242,Swissair,PTY,None,"Simpson, Ray and Armstrong Hotel",241.15,519.36,2024-09-09T17:52:00
6d1a2d42-8bd5-49ae-9edf-2ac1a789b4e1,LX3703,Swiss International,HKG,None,None,,554.61,2025-10-24T15:01:00
1fb8013a-63c5-4462-82f7-537bdbbd32a1,QQ6532,Reno Air,SJO,Train #456,None,,200.94,2024-11-11T04:46:00
bbd8ffa8-ad9e-4f4b-87fe-750a291a1a0c,CX3074,Cathay Pacific,PTY,Train #456,None,,752.82,2024-04-24T11:22:00
e406d700-3c27-4988-aac1-8d762707a9d5,YX9824,Midwest Airlines,YVR,Train #456,None,,133.0,2024-10-13T03:59:00
91ae914b-06e1-4b08-97c4-073ff3397ecf,LY931,Trego Dugan Aviation,LAX,None,"Davis, Ferguson and Lewis Hotel",77.95,569.41,2025-07-03T02:39:00
046788da-a301-42d6-b48c-bab5c0928a84,SQ2036,Singapore Airlines,LAX,None,None,,400.46,2024-07-09T10:29:00
f967f979-9dec-405c-8fd5-deea0599cd00,TZ8121,ATA Airlines,LAX,None,None,,540.02,2024-11-22T14:03:00
9e0ede08-092b-4aa9-b7b6-6f6438f3795b,OO4472,Norwegian Air Shuttle ASA,LAX,Train #123,Mcintosh-Valdez Hotel,436.33,1076.64,2024-11-29T11:41:00
05b06d40-c3e0-456b-a1d6-dc8c1693746b,MX3569,Mexicana Airlines,LAX,None,Freeman LLC Hotel,149.87,603.85,2024-12-18T03:26:00
93c96928-9326-48b1-93c0-34d1ad7e565c,EZ3300,Evergreen International Airlines,DXB,Train #123,"Pierce, Medina and Nelson Hotel",356.34,1283.67,2024-06-05T22:30:00
1af61ecd-6730-4f80-9bf5-6582ba668bf4,AY4763,Finnair,YUL,Train #456,"Reyes, Roach and Carson Hotel",154.13,619.49,2024-08-29T05:52:00
b2395378-1530-4d0f-9608-a4c2513d8088,AB6856,Air Berlin,LAX,Train #456,None,,423.63,2025-11-20T08:34:00
2346bb23-4d06-4b5f-8a99-e50aaed22fc6,UA1299,Swissport USA,YYZ,Train #456,"Foster, Moore and Parker Hotel",371.37,566.84,2025-07-09T05:59:00
e71688a7-112d-4770-a560-676841af00f8,AZ3757,Alitalia Airlines,NRT,Train #123,Love-Scott Hotel,159.43,480.93,2024-09-08T20:53:00
621975b3-e41e-42ed-a1aa-ff5ba208b0ce,F96459,Frontier Airlines,YUL,Train #123,None,,785.75,2025-06-16T12:09:00
d0a36699-48e3-4de4-9a13-6150dca703a5,WW5806,Air Italy S.P.A,FRA,Train #123,Tran-Rivera Hotel,460.37,1248.64,2024-03-23T19:02:00
6d6877a6-c17f-4116-bdd8-bc78f63c8410,UA2448,United Airlines - Pre 07/01/2013,MIA,None,None,,459.45,2025-08-01T22:47:00
2ce30b18-df27-471f-a969-007a59dfe8df,XJ6065,Servisair,LAX,Train #456,"Wilcox, Perez and Torres Hotel",485.78,1470.28,2024-05-06T18:13:00
ea4e2be0-4916-48f6-93d3-0dee6b5016c5,QK2775,Jazz Aviation,LAX,None,Bird-Harper Hotel,173.11,615.58,2025-11-13T14:33:00
a85207c0-afb6-43a8-9e89-89a07d71910c,RD9297,Ryan International Airlines,DOH,Train #456,None,,1401.24,2025-03-12T07:35:00
06f96957-2913-4e2d-a2b1-f318d6e679ec,FF4175,Tower Air,PTY,None,"Snyder, Duncan and Evans Hotel",182.08,991.56,2024-02-06T04:44:00
935d03e7-4fc8-40bf-a1e8-3c4e47ddc2f4,G43443,Allegiant Air,ORD,Train #456,None,,452.22,2025-08-21T10:32:00
0d25929d-ff0d-4712-8bfb-a548433d6a35,BBB1305,BelAir Airlines,DOH,Train #456,"Russell, Hayes and Rocha Hotel",435.51,1224.23,2025-10-23T14:55:00
1523c49e-1fd8-4115-88a6-9ebe92733c1e,ZW858,Air Wisconsin,AMS,Train #123,None,,589.8,2025-08-14T01:15:00
e915546f-8b78-4ee3-84ba-68a97996480f,Y44728,Sobelair Airlines,ORD,Train #123,None,,888.55,2025-05-28T07:22:00
509d5305-8231-4795-b712-a76df679bf4c,MU3928,China Eastern,FRA,None,"Mendez, Chavez and Johnson Hotel",131.06,356.49,2024-08-08T09:08:00
6545dc5b-7eab-42e1-8322-1e2f3965146b,OO3612,SkyWest Airlines,LAX,Train #456,Sharp PLC Hotel,481.59,2020.88,2024-12-23T11:33:00
c3feaae4-8d6a-40ca-80ee-b341342cb9e4,MG9191,Champion Air,MEX,Train #123,None,,173.02,2025-05-27T01:04:00
450fa40b-b39a-4158-acc2-ece94454320d,EY7827,Etihad Airways,LAX,Train #123,None,,1462.5,2025-05-25T08:00:00
5eec943f-a51d-44a6-850b-618ff1676f08,XE6289,ExpressJet Airlines,LAX,None,"Ellis, Conrad and Mitchell Hotel",280.82,797.61,2025-10-12T01:29:00
47713a4d-f4ad-42b7-9f45-ffbac923332c,AB7904,Air Berlin,SJO,Train #456,"Leon, Luna and Rodriguez Hotel",439.31,1054.87,2025-04-12T22:03:00
53c25128-68ff-42cf-8d91-2d0f5a3bff1d,NW7595,Northwest Airlines (became Delta),DXB,None,Rogers-Schneider Hotel,393.75,500.27,2025-10-09T13:02:00
ef0fbdc0-12a3-484b-b068-c026a9200114,BBB1510,BelAir Airlines,SJO,Train #456,None,,1372.04,2025-12-15T21:53:00
ebed3f08-59e3-4b48-a4a7-c4ebb5ba429d,SK2478,SAS Airlines,PTY,Train #456,Porter Group Hotel,82.17,1499.63,2024-02-17T13:30:00
7f03c85a-82d0-469c-b8a1-07d2a9bc9efe,B64966,JetBlue Airways,PTY,Train #123,"Perry, Le and Dillon Hotel",100.62,344.0,2024-09-24T05:04:00
a449dc8d-9047-40eb-8ed5-8de510a4c66f,F87278,"Flair Airlines, Ltd.",DXB,Train #123,Powell LLC Hotel,282.94,1106.88,2025-04-20T14:50:00
ea7f2fb3-6767-4f44-8df5-73cecfef4e47,CC7657,Air Atlanta Icelandic,MIA,Train #456,"Chen, Hopkins and Jordan Hotel",107.28,906.64,2025-07-25T07:18:00
365a5262-166b-4048-9c82-1e23c5dcaf40,HA8055,Hawaiian Airlines,LAX,Train #456,"Sanchez, Patton and Brady Hotel",481.3,720.66,2025-05-25T07:41:00
e8d4ce65-c021-41f4-96c9-08555fdab943,AZ3103,Alitalia Airlines,DEL,Train #456,Lane-Adkins Hotel,270.55,1503.71,2024-06-28T00:23:00
e656ef95-43aa-4db5-8cc8-27d0c62e9ae5,AC6331,Air Canada,DEL,Train #456,Jackson-Morris Hotel,221.03,450.49,2024-05-30T21:32:00
55b21c05-676c-463c-801c-86ce5ec54e33,AB9530,El Al Israel Airlines LTD.,SJO,Train #123,Fields Group Hotel,370.14,1824.04,2024-11-21T16:12:00
4f107688-8e34-4f75-b717-aaf4a6a154c1,AI6684,Air India Limited,DEL,Train #456,Johnson and Sons Hotel,294.42,412.56,2024-06-06T16:33:00
91dc19a4-03c5-4c80-b200-3b0891bcbc60,AB754,Air Berlin,NRT,None,None,,770.76,2025-06-25T05:05:00
d68ab660-47b8-4d65-910b-5027f387043d,TZ9806,ATA Airlines,SJO,Train #123,None,,868.41,2025-06-08T02:59:00
fa1b42b0-4125-4166-b359-68e948c968d2,EV3880,Atlantic Southeast Airlines,CUN,Train #123,Hooper and Sons Hotel,175.45,884.97,2024-09-24T00:25:00
cb487ca9-c848-4549-908a-3c59eedc7569,YP1209,"Air Premia, Inc.",LHR,Train #123,Harrison-Stone Hotel,411.08,1308.36,2024-06-25T15:50:00
2d5c803e-09be-45dc-8204-286a579cf9d4,YX8970,Midwest Airlines,DOH,None,Johns-Kelly Hotel,207.2,540.88,2024-05-15T06:55:00
597c2f44-9bbf-463b-911b-8beb7f5a89a4,NH9991,"All Nippon Company Airways, Ltd.",YVR,Train #123,Stokes-Holmes Hotel,218.66,563.49,2024-12-06T19:16:00
586daed5-9e89-4901-92cd-51c7a370327a,Z01070,"Norse Atlantic UK, Ltd.",AMS,None,Montoya-Armstrong Hotel,386.41,1582.81,2024-12-02T16:04:00
d39e6821-0d9c-4f1b-9803-81beffac4d93,NJ5380,Vanguard Airlines,LAX,Train #456,Carpenter-Diaz Hotel,321.38,697.63,2024-01-21T16:49:00
04904ae1-6b54-457e-8cc2-36dffb2061bd,NH2018,"All Nippon Company Airways, Ltd.",DXB,None,Levine Group Hotel,353.24,472.78,2024-06-28T21:59:00
d63e4bc1-601d-4077-8bf4-9f2dee7f8704,F87604,"Flair Airlines, Ltd.",LAX,None,None,,914.77,2025-05-15T22:27:00
227e6ee6-1860-4581-a291-651c2b5a8d2d,DH4894,Swissport USA,CUN,None,Mcmillan-Fowler Hotel,146.42,929.32,2025-10-25T01:46:00
c6afb7f4-be56-4e88-bd3e-0cb6ad24e078,Y4909,Volaris Airlines,LAX,Train #123,"Coleman, Mullins and Robinson Hotel",76.73,413.93,2025-03-02T20:47:00
dd91d14b-483c-490a-a023-466b76365402,XP4199,Casino Express,YVR,Train #456,Welch-Johnson Hotel,61.13,384.64,2024-10-25T09:18:00
ba8badb0-6c4a-4c22-9fb7-8e70e8f35192,QK562,Jazz Aviation,CUN,Train #123,None,,451.78,2025-06-12T00:19:00
