userId,age,nationality,budgetPreference,cabinPreference,frequentRegions,bookingHistory
155390d9-b8bb-4f79-95bb-b616a0aec36c,61,MZ,Other,Business,['South America'],"[{'flightNumber': 'YV9599', 'date': '2024-04-16T16:25:00'}, {'flightNumber': 'AB1977', 'date': '2024-02-02T15:32:00'}, {'flightNumber': 'G44927', 'date': '2024-01-27T03:42:00'}]"
3fbfa69d-d9fa-41c3-a487-85efe5b9979c,66,CU,Low Fare,Premium Economy,"['Australia / Oceania', 'Middle East', 'Central America']","[{'flightNumber': 'HX7697', 'date': '2025-06-25T18:06:00'}, {'flightNumber': 'PD874', 'date': '2024-09-25T01:09:00'}, {'flightNumber': 'WO1949', 'date': '2024-06-19T20:44:00'}]"
c7bb6265-cb60-408c-b6cc-6d2f65de677c,34,AL,Low Fare,Business,"['Europe', 'South America', 'Mexico']","[{'flightNumber': 'QF617', 'date': '2025-07-23T03:29:00'}, {'flightNumber': 'CI7737', 'date': '2024-01-25T10:38:00'}, {'flightNumber': 'NH378', 'date': '2024-06-09T07:24:00'}, {'flightNumber': 'CC7115', 'date': '2025-11-06T04:08:00'}]"
64ceb1a3-ef87-4b43-89ca-19ea6471f67a,77,DM,Other,Business,"['Middle East', 'Australia / Oceania']","[{'flightNumber': 'QX5823', 'date': '2025-07-28T09:59:00'}]"
38f48159-431a-4c23-ab9e-59907585bd2a,53,GR,Low Fare,Premium Economy,"['Central America', 'US', 'Europe']","[{'flightNumber': 'QR1300', 'date': '2025-12-03T06:37:00'}, {'flightNumber': 'KE3230', 'date': '2025-08-05T22:52:00'}, {'flightNumber': 'N76016', 'date': '2025-08-22T11:42:00'}]"
dfddb606-3a4c-4891-a1ac-308d59c2a5cf,48,CN,Other,Business,"['Australia / Oceania', 'Canada', 'Middle East']","[{'flightNumber': 'XE4199', 'date': '2025-11-23T22:00:00'}, {'flightNumber': 'AY255', 'date': '2025-09-18T10:18:00'}, {'flightNumber': 'MQ554', 'date': '2024-01-19T07:51:00'}, {'flightNumber': 'FF8533', 'date': '2024-08-27T19:04:00'}]"
b748907d-fb15-4d0c-9438-629edc938202,43,SV,Low Fare,Premium Economy,"['Mexico', 'South America']",[]
495b18eb-e973-4838-a756-e38d15527c6b,46,RU,Low Fare,Premium Economy,"['Central America', 'South America', 'Middle East']","[{'flightNumber': 'MQ2616', 'date': '2025-02-13T21:39:00'}, {'flightNumber': 'SE3752', 'date': '2025-06-02T06:12:00'}, {'flightNumber': 'US517', 'date': '2025-08-20T09:47:00'}]"
3a8cb010-079c-4e5e-b6e3-391926151888,78,CI,Low Fare,Economy,"['Middle East', 'Central America']","[{'flightNumber': 'XP5864', 'date': '2024-10-02T02:25:00'}, {'flightNumber': 'QR7914', 'date': '2025-06-15T17:58:00'}]"
efb2ae4e-2a09-4552-9f3f-a4a80fda1fd7,75,DO,Low Fare,Premium Economy,['Mexico'],"[{'flightNumber': 'PE9222', 'date': '2024-08-14T15:36:00'}, {'flightNumber': 'XJ1995', 'date': '2024-04-04T13:35:00'}, {'flightNumber': 'BBB8038', 'date': '2025-06-25T07:16:00'}]"
047a3eb6-5eb8-4c44-a994-3909d9471211,35,QA,Low Fare,Premium Economy,"['Australia / Oceania', 'Middle East']","[{'flightNumber': 'JX984', 'date': '2024-11-24T07:03:00'}, {'flightNumber': 'ZG4828', 'date': '2025-04-05T13:43:00'}, {'flightNumber': 'QF7408', 'date': '2024-09-02T18:26:00'}]"
57ea4aa1-130c-4818-9ad7-c289e41dbca1,75,AD,Low Fare,Business,['Mexico'],"[{'flightNumber': 'EI9267', 'date': '2025-01-15T08:17:00'}]"
b50a42ba-0ad0-4a8d-90af-5038879ab0eb,43,PE,Low Fare,Premium Economy,"['South America', 'Asia', 'Europe']","[{'flightNumber': 'QR475', 'date': '2025-03-29T22:49:00'}]"
59afdcce-f6ae-4cd8-970d-facfc4aea3fa,67,BB,Other,Premium Economy,['Asia'],[]
025432ce-daa1-4f04-b078-4879770ed394,74,CL,Low Fare,Business,['Canada'],[]
3c9a49d0-cae0-44e6-abeb-a8df847339b2,60,ES,Low Fare,Premium Economy,"['Mexico', 'Canada', 'South America']","[{'flightNumber': 'SK3651', 'date': '2025-05-01T20:05:00'}, {'flightNumber': 'NZ964', 'date': '2024-02-26T10:41:00'}]"
1950b053-31d8-4cea-a01d-a0b4f90d318f,41,BB,Low Fare,Economy,"['Central America', 'Canada']","[{'flightNumber': 'NZ7619', 'date': '2024-08-26T17:06:00'}, {'flightNumber': 'ZW2761', 'date': '2024-05-04T16:05:00'}, {'flightNumber': 'TW8128', 'date': '2024-10-26T10:18:00'}]"
cc122c62-fa67-49db-88b9-58c7747e4b34,38,IQ,Other,Business,"['South America', 'Australia / Oceania', 'Mexico']","[{'flightNumber': 'Z0476', 'date': '2025-09-01T03:58:00'}, {'flightNumber': 'G47193', 'date': '2025-08-07T23:09:00'}, {'flightNumber': 'UA2794', 'date': '2025-01-14T03:54:00'}]"
400b9fa4-a1c1-4b27-8481-c72ff27835db,20,PA,Low Fare,Economy,"['Asia', 'Australia / Oceania']","[{'flightNumber': 'PE1553', 'date': '2025-01-09T21:12:00'}, {'flightNumber': 'TS3934', 'date': '2024-11-26T08:40:00'}, {'flightNumber': 'TS2195', 'date': '2025-03-26T08:29:00'}, {'flightNumber': '5Y3682', 'date': '2024-04-11T20:04:00'}, {'flightNumber': 'AM3206', 'date': '2025-07-29T00:26:00'}]"
a12d89eb-99c2-46a8-b7ff-84cbe6feb974,76,GY,Low Fare,Business,"['Asia', 'US']","[{'flightNumber': 'ZW8657', 'date': '2024-04-02T07:17:00'}, {'flightNumber': 'Y43695', 'date': '2024-04-13T00:33:00'}, {'flightNumber': 'OO5818', 'date': '2025-10-26T23:30:00'}]"
a3396cc9-cacb-4e64-8b3a-94875478e2a8,74,OM,Low Fare,Business,"['Australia / Oceania', 'South America', 'Mexico']","[{'flightNumber': 'MQ3836', 'date': '2024-06-07T04:03:00'}]"
5e448ac0-3f1f-4372-945c-7185a5bc1ced,20,EC,Other,Premium Economy,"['Asia', 'Mexico']","[{'flightNumber': 'CM4881', 'date': '2025-12-29T03:32:00'}, {'flightNumber': 'YV9103', 'date': '2025-03-04T13:24:00'}, {'flightNumber': 'DP1124', 'date': '2024-01-17T02:30:00'}, {'flightNumber': 'PD1949', 'date': '2025-06-27T01:07:00'}, {'flightNumber': 'NJ2319', 'date': '2024-09-01T07:40:00'}]"
07c5db43-d72c-4a62-9570-ab04bf4b86b8,54,CG,Other,Premium Economy,"['Australia / Oceania', 'Canada']","[{'flightNumber': 'AF2403', 'date': '2025-01-06T10:42:00'}, {'flightNumber': 'HX5132', 'date': '2025-08-13T02:48:00'}, {'flightNumber': 'SS5772', 'date': '2024-11-05T22:26:00'}, {'flightNumber': 'MU3483', 'date': '2024-12-05T14:14:00'}, {'flightNumber': 'UA5635', 'date': '2024-05-19T09:55:00'}]"
6e81325f-8357-448e-a651-3e8b5bec066f,19,UA,Low Fare,Economy,"['Canada', 'Central America']","[{'flightNumber': 'SK6405', 'date': '2025-02-18T04:54:00'}]"
d86fada7-a53f-4415-8b6b-be458f4cb48d,49,MG,Other,Business,"['Central America', 'Mexico']","[{'flightNumber': 'TW1044', 'date': '2025-02-03T15:26:00'}, {'flightNumber': 'QR8975', 'date': '2024-01-17T14:00:00'}, {'flightNumber': 'IB4508', 'date': '2025-05-14T21:19:00'}]"
df58be75-2933-4803-b1ea-8803e41b2324,71,TZ,Low Fare,Business,"['South America', 'US', 'Australia / Oceania']","[{'flightNumber': 'N7188', 'date': '2024-06-02T21:20:00'}, {'flightNumber': 'FJ3896', 'date': '2025-06-18T16:47:00'}, {'flightNumber': 'GL3505', 'date': '2025-02-12T09:34:00'}, {'flightNumber': 'OH1874', 'date': '2024-03-20T21:28:00'}]"
20190822-7b2c-43a6-9bfb-289f3437624a,79,JO,Low Fare,Business,['Australia / Oceania'],"[{'flightNumber': 'B64148', 'date': '2024-08-23T16:01:00'}, {'flightNumber': 'BF6140', 'date': '2025-09-17T23:47:00'}, {'flightNumber': 'LP876', 'date': '2024-07-07T12:38:00'}]"
c0551ca3-f367-490c-91af-1faf431235e1,33,SI,Low Fare,Business,"['Canada', 'Asia', 'Mexico']","[{'flightNumber': 'LH557', 'date': '2024-08-09T01:30:00'}]"
6d4b7c88-380f-440d-80eb-49ce9971df63,24,US,Low Fare,Premium Economy,"['Australia / Oceania', 'Europe']","[{'flightNumber': 'SE8957', 'date': '2024-04-25T17:01:00'}]"
2f8fd788-eb6c-4c4b-b4b8-e210245181ad,38,CA,Low Fare,Economy,"['Canada', 'US', 'South America']","[{'flightNumber': 'AX822', 'date': '2024-05-07T12:24:00'}, {'flightNumber': 'TK9942', 'date': '2025-12-16T19:38:00'}]"
e5510ede-2684-46a5-86ae-0d97999fb06e,72,TH,Other,Economy,"['Mexico', 'Middle East', 'Europe']","[{'flightNumber': 'ZW1964', 'date': '2025-05-21T15:36:00'}]"
e2ba3ed3-fde6-4910-bfe9-9fdc980a5236,74,ES,Low Fare,Economy,"['Mexico', 'US', 'Canada']","[{'flightNumber': 'NK6267', 'date': '2025-06-22T08:21:00'}]"
00c95fd4-553e-4567-ae53-55b352fdb2e0,65,RO,Other,Premium Economy,"['Middle East', 'South America', 'Canada']","[{'flightNumber': 'HX3504', 'date': '2025-07-29T13:10:00'}, {'flightNumber': 'AM8819', 'date': '2024-05-16T06:23:00'}, {'flightNumber': 'CX2710', 'date': '2024-04-23T17:02:00'}, {'flightNumber': 'CA6118', 'date': '2025-05-19T18:55:00'}, {'flightNumber': 'XE5910', 'date': '2025-03-20T23:48:00'}]"
e6c90a82-0e90-4f29-835e-9fd9b6cdd77e,70,SR,Low Fare,Economy,"['Middle East', 'Asia']","[{'flightNumber': 'F9106', 'date': '2025-02-07T19:54:00'}, {'flightNumber': 'HQ1915', 'date': '2024-11-17T07:37:00'}]"
a57283a4-e184-4bbd-8007-49a3098361ac,49,GM,Low Fare,Premium Economy,"['Mexico', 'South America']","[{'flightNumber': 'VX6663', 'date': '2024-07-09T12:44:00'}, {'flightNumber': 'AB2255', 'date': '2025-02-08T10:15:00'}, {'flightNumber': 'XJ1665', 'date': '2024-08-10T09:04:00'}, {'flightNumber': 'SK5613', 'date': '2024-07-28T04:20:00'}, {'flightNumber': 'NK4728', 'date': '2025-09-10T04:52:00'}]"
13a2c4df-596b-465b-82d2-76cc7dfe9500,40,MR,Other,Premium Economy,['Canada'],"[{'flightNumber': 'VN372', 'date': '2025-12-15T02:36:00'}, {'flightNumber': 'F84139', 'date': '2025-03-01T07:32:00'}, {'flightNumber': 'WN2534', 'date': '2025-07-26T21:38:00'}, {'flightNumber': 'WI8812', 'date': '2025-06-03T09:54:00'}, {'flightNumber': 'AF7804', 'date': '2024-08-20T15:27:00'}]"
2ea05fc4-06ae-450e-9950-9b1657bf9d55,63,SO,Low Fare,Premium Economy,['Asia'],"[{'flightNumber': 'XP3184', 'date': '2024-06-16T08:21:00'}, {'flightNumber': 'CA9416', 'date': '2025-10-15T02:40:00'}, {'flightNumber': 'QK8621', 'date': '2024-11-17T15:41:00'}, {'flightNumber': 'KL3907', 'date': '2025-05-27T14:31:00'}, {'flightNumber': 'TS609', 'date': '2024-09-22T00:25:00'}]"
7f2e3781-35a3-41d4-a69a-565a6a992e04,35,KZ,Low Fare,Economy,"['Australia / Oceania', 'US', 'South America']","[{'flightNumber': 'CZ1265', 'date': '2024-02-23T11:50:00'}, {'flightNumber': 'AC6203', 'date': '2024-07-16T21:53:00'}, {'flightNumber': 'AM8415', 'date': '2025-10-16T00:11:00'}, {'flightNumber': 'NH5916', 'date': '2025-02-28T23:25:00'}, {'flightNumber': 'US7107', 'date': '2025-04-07T06:45:00'}]"
9ad8d884-d5a4-43e9-b8ad-e7e5cf2b27b0,20,HN,Low Fare,Business,"['Europe', 'US', 'South America']","[{'flightNumber': 'AC1865', 'date': '2025-01-30T14:57:00'}, {'flightNumber': 'DH6019', 'date': '2024-04-26T08:23:00'}, {'flightNumber': 'NH1364', 'date': '2025-01-17T02:58:00'}, {'flightNumber': 'DP5264', 'date': '2024-04-09T20:30:00'}]"
9605908b-7e2f-4b08-adcd-e8f2cff12619,18,MN,Low Fare,Business,['Asia'],[]
4a1d4cee-9d54-4a68-9380-1ea40c3ae85a,40,DJ,Low Fare,Business,"['Europe', 'Asia']","[{'flightNumber': 'YV611', 'date': '2025-08-04T18:42:00'}, {'flightNumber': 'FL8975', 'date': '2025-09-20T22:35:00'}, {'flightNumber': 'VS5799', 'date': '2025-12-26T08:32:00'}, {'flightNumber': 'A82136', 'date': '2025-12-08T06:40:00'}, {'flightNumber': 'EZ2425', 'date': '2024-12-16T11:21:00'}]"
a7403cb5-fed0-436c-ae88-38d949d62872,72,CR,Other,Premium Economy,"['Australia / Oceania', 'Middle East']","[{'flightNumber': 'MU4293', 'date': '2024-10-08T12:23:00'}, {'flightNumber': 'EZ9901', 'date': '2025-06-27T13:36:00'}, {'flightNumber': 'AS3601', 'date': '2025-07-25T11:10:00'}]"
97aa36bb-f087-472f-9202-7e2c829eaade,36,SB,Low Fare,Premium Economy,['Mexico'],"[{'flightNumber': 'WO5068', 'date': '2025-03-05T10:22:00'}, {'flightNumber': 'BR5016', 'date': '2025-12-18T05:17:00'}, {'flightNumber': 'LP7565', 'date': '2025-11-01T07:06:00'}]"
ed6df4a7-66f2-4d8c-8293-b1b366042f0a,46,BR,Other,Premium Economy,"['Central America', 'Canada', 'Middle East']","[{'flightNumber': 'AF2265', 'date': '2025-09-26T08:15:00'}, {'flightNumber': 'F94700', 'date': '2025-02-15T13:47:00'}]"
1f7619b0-2a56-4cc4-aea9-18551b7a94dc,79,MR,Low Fare,Business,['Middle East'],[]
875770df-9824-42b6-8eb9-8f85e8186a95,18,LS,Other,Business,"['Canada', 'Middle East', 'South America']","[{'flightNumber': 'ZG5233', 'date': '2025-11-21T12:41:00'}, {'flightNumber': 'TZ2341', 'date': '2025-09-22T10:15:00'}, {'flightNumber': 'CI7407', 'date': '2025-09-19T02:53:00'}]"
cbddbc00-2347-4abd-b171-40ed7d1c80c4,47,SA,Other,Economy,"['Mexico', 'Europe']","[{'flightNumber': '4O3096', 'date': '2024-04-07T16:41:00'}, {'flightNumber': 'AZ6909', 'date': '2024-08-01T02:42:00'}]"
72d51814-6c4e-4dc7-ad4f-9d13f3d5c533,32,GA,Low Fare,Economy,"['South America', 'US', 'Middle East']","[{'flightNumber': 'FI6483', 'date': '2025-12-15T20:24:00'}, {'flightNumber': 'FJ5922', 'date': '2025-11-11T09:55:00'}]"
f3fadc7f-0428-4fa1-8ed4-97df0a439218,79,VE,Low Fare,Economy,"['Middle East', 'Central America']","[{'flightNumber': 'QQ8297', 'date': '2025-10-05T10:06:00'}, {'flightNumber': 'Z0191', 'date': '2025-12-05T13:22:00'}, {'flightNumber': 'XP9150', 'date': '2025-12-19T23:40:00'}, {'flightNumber': 'NW1237', 'date': '2024-04-05T01:53:00'}]"
8bbc2c4b-5af4-4dcf-aafa-6c2a4d7e8f31,65,BA,Low Fare,Premium Economy,['Central America'],"[{'flightNumber': 'RW2792', 'date': '2024-10-31T20:05:00'}, {'flightNumber': 'UA232', 'date': '2024-09-16T02:01:00'}, {'flightNumber': 'ZG5805', 'date': '2025-09-07T01:04:00'}, {'flightNumber': 'FJ7769', 'date': '2024-03-07T06:09:00'}, {'flightNumber': 'SY6893', 'date': '2025-08-30T10:38:00'}]"
6c37f476-379a-4dc0-88b2-0f3d31d6b14a,20,NL,Low Fare,Premium Economy,"['Middle East', 'Europe', 'Central America']","[{'flightNumber': 'UA7785', 'date': '2024-06-23T12:26:00'}, {'flightNumber': 'ZW9572', 'date': '2024-04-02T06:55:00'}, {'flightNumber': '4O966', 'date': '2024-08-06T21:39:00'}]"
276663ec-edbc-4d39-996c-70f402a5b1db,18,CU,Low Fare,Business,['Middle East'],[]
5fa6fea3-8098-4b4f-b757-b45b6855cf17,19,PH,Other,Premium Economy,"['Middle East', 'South America']",[]
72b0938f-648d-49b4-a9dc-bb61275536a8,36,BO,Other,Premium Economy,"['Asia', 'Europe', 'Mexico']","[{'flightNumber': 'AC2119', 'date': '2024-10-02T03:28:00'}]"
331164d1-464d-4c42-bd05-1bd4b2701116,75,NL,Low Fare,Business,"['Australia / Oceania', 'Europe']","[{'flightNumber': 'MX331', 'date': '2025-10-07T18:03:00'}, {'flightNumber': 'XE8235', 'date': '2024-12-23T22:44:00'}]"
6f5c8860-9234-4aff-a449-ffde9fe9aef5,34,US,Low Fare,Business,"['Australia / Oceania', 'Canada', 'Asia']","[{'flightNumber': 'OH6358', 'date': '2024-01-26T19:08:00'}, {'flightNumber': 'S67313', 'date': '2024-12-07T00:48:00'}]"
34cc7613-d895-4d23-ba77-162d866ebf1b,67,SN,Other,Business,"['US', 'Asia', 'Mexico']","[{'flightNumber': 'SY2833', 'date': '2025-03-13T01:27:00'}, {'flightNumber': 'WW8429', 'date': '2025-10-31T17:28:00'}]"
08a5e6d7-19d4-4fef-955b-0382f6888c15,34,PT,Low Fare,Economy,['US'],"[{'flightNumber': 'ZW5702', 'date': '2025-08-05T13:22:00'}, {'flightNumber': 'F97784', 'date': '2024-05-02T08:24:00'}]"
832c77bd-f61e-4046-9e07-9469ad937d2e,37,BO,Low Fare,Economy,"['Europe', 'Australia / Oceania']","[{'flightNumber': 'FF2304', 'date': '2024-09-24T00:59:00'}, {'flightNumber': 'HX9699', 'date': '2024-02-03T13:37:00'}, {'flightNumber': 'AX8146', 'date': '2025-04-30T09:30:00'}, {'flightNumber': 'AC7094', 'date': '2025-08-28T15:33:00'}]"
9a315bbe-fb61-435b-9a5b-b4f8eab9f0ca,78,TJ,Other,Premium Economy,['Middle East'],"[{'flightNumber': 'FI1654', 'date': '2024-03-05T23:33:00'}]"
5ec78f1f-9846-45e8-957f-4155b9dbfcd3,57,PL,Other,Business,['Europe'],"[{'flightNumber': 'S63181', 'date': '2024-10-31T10:31:00'}, {'flightNumber': 'AF9830', 'date': '2025-10-09T03:14:00'}, {'flightNumber': 'AY3034', 'date': '2024-09-18T04:41:00'}, {'flightNumber': 'CI9683', 'date': '2025-05-07T03:41:00'}, {'flightNumber': 'MG9838', 'date': '2025-01-27T01:56:00'}]"
d9371159-10e2-42db-a8d0-69ebad202f14,46,IS,Other,Premium Economy,['Central America'],"[{'flightNumber': 'WN873', 'date': '2025-02-03T08:18:00'}, {'flightNumber': 'LY1897', 'date': '2025-06-17T23:09:00'}, {'flightNumber': 'CA2461', 'date': '2024-12-01T14:25:00'}]"
9135f881-e747-4f6d-a5c2-3772b33ca3e0,39,NO,Low Fare,Business,"['South America', 'Central America']","[{'flightNumber': 'AB1661', 'date': '2025-06-24T10:40:00'}]"
19bc405b-c9d0-4afa-b33d-2d39cdd79a00,64,FI,Low Fare,Premium Economy,['Canada'],[]
ad619e3a-4483-4ca1-89fc-a673805dd1d8,74,SC,Low Fare,Business,"['Canada', 'Central America']","[{'flightNumber': 'MU9653', 'date': '2024-08-08T03:50:00'}, {'flightNumber': 'FJ5597', 'date': '2024-10-20T21:21:00'}, {'flightNumber': 'MQ3806', 'date': '2025-07-24T16:28:00'}, {'flightNumber': 'FI3570', 'date': '2024-11-15T23:22:00'}, {'flightNumber': 'MQ3783', 'date': '2024-02-18T16:01:00'}]"
66c8bfb0-2646-428e-be69-2c02bee6927c,28,BS,Other,Premium Economy,"['Canada', 'Middle East', 'South America']","[{'flightNumber': 'YX3047', 'date': '2025-02-28T10:54:00'}]"
d51d0229-e9ed-478d-adcf-dc8efcbfc8bf,79,UY,Low Fare,Economy,['Canada'],"[{'flightNumber': 'FL4391', 'date': '2025-07-17T08:09:00'}, {'flightNumber': 'F84469', 'date': '2024-06-29T17:10:00'}, {'flightNumber': 'N72643', 'date': '2024-02-14T18:40:00'}, {'flightNumber': 'OH6813', 'date': '2025-06-25T18:14:00'}]"
eb01c86a-1d70-496d-a593-ce2d407ac499,25,TV,Low Fare,Business,"['South America', 'US']","[{'flightNumber': 'AX4306', 'date': '2025-06-13T22:46:00'}, {'flightNumber': 'VX9567', 'date': '2024-01-29T01:58:00'}, {'flightNumber': 'TZ8309', 'date': '2024-08-04T13:26:00'}]"
b0097a92-7a56-4c4b-9924-17a3cf59daf1,77,CF,Other,Economy,"['Mexico', 'Australia / Oceania']","[{'flightNumber': 'KL8149', 'date': '2025-10-14T12:59:00'}, {'flightNumber': 'MQ195', 'date': '2024-08-17T04:10:00'}, {'flightNumber': 'AA2655', 'date': '2024-01-30T18:56:00'}]"
da35e0f7-40a3-4712-a985-5b16de292b0d,67,GM,Other,Business,"['Australia / Oceania', 'Europe', 'Middle East']",[]
67680ef0-9f85-4925-9105-b21c8ce63770,72,DJ,Low Fare,Economy,"['South America', 'Asia']","[{'flightNumber': 'QK7258', 'date': '2025-12-17T00:34:00'}, {'flightNumber': 'DL2727', 'date': '2025-07-11T06:41:00'}, {'flightNumber': 'DH1941', 'date': '2024-10-28T02:44:00'}]"
6982c977-e70c-40ac-92bf-3a6fbba940df,79,KZ,Low Fare,Business,"['Central America', 'Asia']","[{'flightNumber': 'TK3083', 'date': '2025-08-10T00:01:00'}, {'flightNumber': 'TZ7099', 'date': '2025-06-25T10:50:00'}, {'flightNumber': 'WS6154', 'date': '2025-09-11T12:20:00'}, {'flightNumber': 'S65695', 'date': '2025-03-02T13:43:00'}, {'flightNumber': 'CZ4656', 'date': '2024-08-22T19:51:00'}]"
02e9027c-a813-4a4e-99cc-5201346a36bb,35,SK,Other,Economy,"['US', 'Mexico', 'South America']","[{'flightNumber': 'EK7509', 'date': '2024-03-18T03:40:00'}, {'flightNumber': 'HQ3573', 'date': '2024-08-11T04:53:00'}, {'flightNumber': 'OO6105', 'date': '2024-11-26T11:54:00'}, {'flightNumber': 'AA5153', 'date': '2024-03-27T15:50:00'}, {'flightNumber': 'A85702', 'date': '2025-09-18T02:22:00'}]"
a0d82640-ce1b-4455-aff5-de1bf4efd31e,59,MT,Low Fare,Economy,"['Mexico', 'Europe']","[{'flightNumber': 'Z09472', 'date': '2024-05-31T09:51:00'}]"
96426631-be8a-4a46-a6d5-fd96c6e0c6e0,63,EC,Other,Premium Economy,['Canada'],[]
f6eef445-0ce8-4a21-80b4-cf69cff8ff85,63,EE,Other,Economy,"['South America', 'Mexico']",[]
2506111d-135c-430b-a277-8722c831be67,68,BT,Low Fare,Economy,"['South America', 'Europe', 'Central America']","[{'flightNumber': 'OY8679', 'date': '2025-03-23T10:38:00'}, {'flightNumber': 'LH5366', 'date': '2025-10-27T10:52:00'}, {'flightNumber': 'WI3490', 'date': '2024-04-20T20:01:00'}, {'flightNumber': 'N79954', 'date': '2025-11-13T16:58:00'}]"
e092f6fc-1c4a-4166-b2a5-57af5a3256dc,70,TH,Other,Business,"['Asia', 'Europe', 'South America']","[{'flightNumber': 'DL1782', 'date': '2024-04-19T23:05:00'}]"
823f2f35-9677-477b-a0ae-daa0382e7407,74,UG,Low Fare,Business,['Middle East'],"[{'flightNumber': 'S62908', 'date': '2024-01-26T17:27:00'}, {'flightNumber': 'CI9495', 'date': '2024-02-21T20:20:00'}]"
f0a7cdb6-bab5-4980-8a03-7e9b8ca32fc7,51,AD,Low Fare,Economy,"['US', 'Australia / Oceania', 'South America']","[{'flightNumber': 'MG2738', 'date': '2025-03-30T01:58:00'}, {'flightNumber': 'EI9906', 'date': '2024-06-22T05:27:00'}, {'flightNumber': 'XP5889', 'date': '2024-05-02T01:01:00'}, {'flightNumber': 'MU7788', 'date': '2025-11-20T10:09:00'}, {'flightNumber': 'FL7653', 'date': '2024-07-07T00:12:00'}]"
31bd5058-a220-4e89-8f82-8311194f8537,54,NZ,Other,Premium Economy,"['South America', 'Mexico']","[{'flightNumber': 'AZ739', 'date': '2024-01-18T07:12:00'}, {'flightNumber': 'PR4655', 'date': '2025-09-30T00:02:00'}, {'flightNumber': 'CI3312', 'date': '2025-08-20T00:55:00'}, {'flightNumber': 'TK3873', 'date': '2024-08-14T09:36:00'}]"
cc680503-13b1-4f60-be5d-1200073455e2,24,HU,Other,Business,"['Europe', 'Mexico', 'Asia']","[{'flightNumber': 'PE6335', 'date': '2025-01-22T04:41:00'}, {'flightNumber': 'XP6045', 'date': '2024-01-02T14:58:00'}, {'flightNumber': 'XE9657', 'date': '2025-08-22T13:40:00'}, {'flightNumber': 'RW2926', 'date': '2025-12-31T18:59:00'}]"
2bfca2b5-f163-4826-a6bd-0cc0223cf6e3,49,GD,Low Fare,Economy,"['Australia / Oceania', 'Middle East', 'Europe']","[{'flightNumber': 'OO3890', 'date': '2024-05-15T00:53:00'}]"
49d0ccbf-4896-44f2-9178-92246fc70056,35,VU,Other,Premium Economy,"['US', 'Canada']","[{'flightNumber': 'KL4585', 'date': '2024-06-13T01:14:00'}]"
186ca6bb-c3f9-43b4-9ee2-b21e6601b365,29,FR,Other,Economy,"['Asia', 'South America']","[{'flightNumber': 'FL1384', 'date': '2024-09-10T16:40:00'}, {'flightNumber': 'MG8649', 'date': '2025-07-22T03:44:00'}, {'flightNumber': 'JX4896', 'date': '2024-07-26T00:36:00'}]"
699d1137-a2db-4ed5-8938-bbce2e100a5d,75,MK,Low Fare,Premium Economy,"['Asia', 'Mexico', 'US']","[{'flightNumber': 'WW9552', 'date': '2024-08-19T13:29:00'}, {'flightNumber': 'XP7075', 'date': '2024-06-06T09:14:00'}]"
515874f7-96ae-479c-ac33-f91568f5d962,31,JP,Other,Business,"['Canada', 'Mexico', 'South America']","[{'flightNumber': 'FJ6491', 'date': '2024-02-10T07:54:00'}, {'flightNumber': 'AI2273', 'date': '2024-12-17T19:08:00'}]"
98d64c01-03d9-461d-abd0-c8b2d54c7750,43,TR,Low Fare,Economy,['Middle East'],"[{'flightNumber': 'OY1372', 'date': '2025-04-19T04:36:00'}, {'flightNumber': 'CZ769', 'date': '2025-01-21T21:23:00'}, {'flightNumber': 'GL2088', 'date': '2025-07-14T23:59:00'}, {'flightNumber': 'CP3376', 'date': '2025-12-30T15:10:00'}]"
66722729-2801-4de8-864f-18fda5462c67,18,PW,Other,Economy,"['Asia', 'Canada', 'Mexico']",[]
f3b57218-8b03-4e32-a8fd-dff68e9d982b,59,CA,Other,Business,"['Central America', 'Canada', 'Asia']","[{'flightNumber': 'XP719', 'date': '2024-06-09T12:35:00'}, {'flightNumber': 'MX2170', 'date': '2024-10-26T16:29:00'}]"
2fcdc3ca-bc55-457c-88da-89a610c0cf7b,53,ZM,Low Fare,Economy,['US'],"[{'flightNumber': 'AF4301', 'date': '2025-02-10T03:24:00'}, {'flightNumber': '9W1071', 'date': '2024-01-31T14:07:00'}, {'flightNumber': 'WS6015', 'date': '2025-06-06T09:04:00'}, {'flightNumber': 'B67648', 'date': '2025-03-01T05:28:00'}, {'flightNumber': 'CI9909', 'date': '2025-03-06T19:07:00'}]"
b79550cc-22e1-4c97-ae89-941e2c5fb128,42,TZ,Low Fare,Premium Economy,"['Australia / Oceania', 'Mexico', 'Canada']","[{'flightNumber': 'NK7859', 'date': '2024-03-29T08:59:00'}, {'flightNumber': 'WN1358', 'date': '2025-01-18T23:58:00'}]"
11371bf5-83e3-4ee1-a326-aa388462be03,77,TL,Low Fare,Business,['Asia'],"[{'flightNumber': 'WO8605', 'date': '2024-04-08T14:11:00'}, {'flightNumber': 'BF3997', 'date': '2024-06-16T21:24:00'}, {'flightNumber': 'AA4040', 'date': '2024-02-01T06:33:00'}, {'flightNumber': 'DH5176', 'date': '2024-07-01T19:40:00'}, {'flightNumber': 'AA8503', 'date': '2025-10-17T22:43:00'}]"
