flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
NK7619,2025-11-09T12:30:00,193.93,Economy,103,Low Fare
QK107,2025-04-29T03:12:00,693.23,Premium Economy,199,Other
NK325,2024-10-01T21:49:00,556.27,Business,187,Other
F94150,2025-12-03T10:01:00,113.68,Business,143,Low Fare
DE6306,2024-01-18T11:34:00,380.45,Business,197,Other
EZ5065,2025-11-27T07:58:00,1117.36,Premium Economy,37,Other
UA1491,2025-05-23T22:03:00,197.13,Premium Economy,108,Low Fare
QR8908,2024-10-31T09:17:00,244.09,Premium Economy,160,Low Fare
EI7863,2025-11-22T12:23:00,215.9,Business,11,Low Fare
DE8983,2024-03-07T23:30:00,304.77,Business,108,Other
BR6088,2024-07-18T12:12:00,392.29,Economy,25,Low Fare
QX7426,2024-06-13T01:44:00,289.96,Business,149,Low Fare
F82809,2025-10-30T22:43:00,1280.49,Business,82,Other
UA7371,2024-02-28T00:13:00,472.95,Economy,73,Other
NH7412,2025-02-25T15:13:00,212.53,Business,72,Low Fare
WO2052,2024-10-14T15:23:00,1386.4,Economy,154,Other
NK9381,2025-03-04T12:19:00,305.52,Business,149,Low Fare
AZ6475,2025-05-21T03:14:00,328.71,Premium Economy,67,Low Fare
AA664,2024-01-24T12:36:00,930.97,Premium Economy,17,Other
US9208,2024-04-13T13:36:00,138.7,Economy,49,Low Fare
AZ2317,2025-12-23T21:49:00,1461.65,Premium Economy,120,Other
WI9819,2024-08-05T07:21:00,105.42,Economy,14,Low Fare
RW842,2025-08-01T17:34:00,119.98,Economy,171,Low Fare
9W6132,2025-03-06T16:07:00,292.28,Premium Economy,78,Low Fare
DL9389,2025-05-25T21:07:00,556.4,Economy,98,Other
US4235,2025-07-26T20:31:00,1370.18,Premium Economy,127,Other
TP3894,2025-12-27T15:09:00,1450.88,Premium Economy,88,Other
QK8367,2024-01-21T19:06:00,182.91,Business,157,Low Fare
CX9634,2025-09-04T10:10:00,175.42,Economy,116,Low Fare
US3452,2024-12-10T11:05:00,1077.81,Premium Economy,11,Other
SY8351,2024-05-05T13:03:00,1493.27,Premium Economy,50,Other
NW5340,2025-08-07T19:50:00,1028.96,Business,161,Other
AS7059,2025-04-24T19:14:00,284.19,Premium Economy,162,Low Fare
NH9689,2024-02-04T12:05:00,1178.32,Business,85,Other
OO739,2025-10-04T08:12:00,1100.38,Premium Economy,109,Other
YX694,2024-02-25T22:49:00,313.03,Business,185,Low Fare
BR8750,2024-07-14T19:50:00,1075.43,Business,67,Other
PE9115,2025-09-19T13:35:00,664.17,Economy,56,Other
TP1096,2025-04-26T20:10:00,193.11,Economy,101,Low Fare
NW7272,2024-04-08T05:24:00,318.93,Economy,44,Low Fare
EV3856,2025-10-24T19:59:00,155.3,Economy,117,Low Fare
Z05523,2025-06-26T21:28:00,377.45,Premium Economy,23,Other
OZ2448,2024-09-18T08:32:00,178.77,Premium Economy,88,Low Fare
OO7705,2025-05-17T21:54:00,321.1,Business,163,Low Fare
LP3177,2025-08-15T15:06:00,259.99,Economy,139,Low Fare
AZ3429,2024-04-20T20:55:00,111.11,Business,150,Low Fare
YX1807,2024-03-15T18:17:00,346.61,Business,146,Low Fare
YP1868,2024-01-03T08:57:00,928.21,Premium Economy,48,Other
EZ9336,2025-05-07T14:58:00,110.45,Business,131,Low Fare
SS9723,2025-08-09T11:18:00,1456.73,Premium Economy,129,Other
9W7697,2024-05-11T23:44:00,1492.73,Business,115,Other
AM4909,2024-04-14T01:21:00,944.52,Economy,69,Other
VX5406,2024-03-04T18:56:00,1128.45,Economy,197,Other
AX1137,2024-01-10T09:42:00,258.3,Economy,23,Low Fare
WS1048,2025-06-15T11:23:00,1433.09,Economy,186,Other
SE8675,2024-05-25T13:38:00,909.15,Business,77,Other
TS6706,2024-04-17T02:50:00,239.84,Economy,191,Low Fare
TZ2656,2024-10-06T02:38:00,1481.32,Premium Economy,97,Other
NK2324,2025-01-17T13:25:00,263.25,Business,109,Low Fare
WS8471,2025-04-15T18:03:00,363.49,Premium Economy,131,Low Fare
XJ5279,2024-10-03T05:28:00,641.97,Business,31,Other
FL8536,2025-09-11T22:29:00,860.73,Business,129,Other
NZ135,2024-02-07T01:18:00,148.92,Business,160,Low Fare
OZ8764,2025-05-25T06:33:00,1277.96,Business,145,Other
NH7731,2024-03-27T06:25:00,1229.05,Business,26,Other
YP3980,2025-12-29T03:15:00,863.85,Business,18,Other
WS880,2024-09-12T16:29:00,205.18,Premium Economy,126,Low Fare
FI3460,2025-12-14T09:54:00,348.43,Economy,98,Low Fare
XE8113,2025-07-26T17:09:00,166.67,Economy,189,Low Fare
SR9198,2024-08-07T10:30:00,583.93,Business,180,Other
QX9249,2024-06-28T03:38:00,123.37,Premium Economy,77,Low Fare
CM7122,2024-11-17T08:38:00,638.95,Business,94,Other
UA6152,2024-02-18T12:58:00,694.81,Business,40,Other
SE7741,2024-05-08T20:46:00,219.26,Economy,169,Low Fare
AX7649,2025-06-27T20:32:00,877.02,Economy,167,Other
BA2933,2025-05-18T01:37:00,129.51,Business,28,Low Fare
5Y1407,2024-03-30T02:13:00,1270.6,Economy,29,Other
SR1615,2024-05-31T04:05:00,128.29,Economy,74,Low Fare
AZ9019,2025-06-21T11:35:00,544.26,Business,95,Other
UA1678,2025-11-16T01:06:00,421.8,Economy,123,Other
NZ2736,2025-05-10T01:10:00,348.82,Economy,158,Low Fare
LY4099,2024-08-28T15:44:00,196.69,Premium Economy,173,Low Fare
DE4761,2024-01-13T00:14:00,108.82,Business,135,Low Fare
SS965,2024-07-25T18:03:00,1373.67,Premium Economy,92,Other
DL2239,2025-08-21T10:45:00,1088.83,Business,50,Other
CM7299,2024-03-30T04:53:00,343.38,Economy,58,Low Fare
CM4193,2024-07-26T11:07:00,238.62,Business,192,Low Fare
5Y2889,2025-10-31T17:19:00,366.3,Premium Economy,191,Low Fare
AC2318,2025-01-04T05:48:00,291.06,Business,81,Low Fare
EK3260,2025-01-26T11:06:00,928.46,Business,26,Other
WI2426,2025-03-22T22:15:00,113.52,Economy,132,Low Fare
PR9558,2024-01-07T03:54:00,139.31,Economy,146,Low Fare
SS9866,2025-12-10T04:05:00,183.61,Premium Economy,169,Low Fare
KE941,2025-02-07T00:12:00,212.06,Premium Economy,141,Low Fare
EI2464,2025-02-11T04:34:00,781.62,Economy,182,Other
NH3230,2024-12-18T08:09:00,335.8,Economy,168,Other
HQ9191,2025-09-25T12:40:00,124.52,Business,116,Low Fare
HX4727,2025-05-26T04:40:00,308.14,Economy,147,Low Fare
NH2740,2025-08-29T08:17:00,118.49,Premium Economy,187,Low Fare
AS5267,2024-12-18T22:02:00,1475.93,Premium Economy,127,Other
LX5668,2025-05-31T09:37:00,189.66,Economy,170,Low Fare
MU2154,2024-04-16T18:03:00,502.45,Business,133,Other
TP7966,2025-06-09T05:53:00,120.35,Premium Economy,79,Low Fare
FF8896,2025-12-30T07:44:00,1312.13,Economy,118,Other
AY8452,2025-06-18T09:37:00,342.45,Premium Economy,80,Low Fare
FI1907,2025-09-24T13:10:00,651.79,Premium Economy,27,Other
XJ7671,2025-06-26T03:33:00,343.98,Premium Economy,127,Low Fare
AZ7004,2025-12-18T13:57:00,147.02,Business,28,Low Fare
SE527,2025-07-01T09:36:00,1179.39,Economy,30,Other
TZ7303,2025-01-19T19:06:00,292.27,Business,19,Low Fare
S61039,2024-12-02T00:55:00,333.76,Economy,171,Low Fare
TW5415,2025-04-23T20:00:00,376.39,Business,162,Low Fare
NJ4218,2024-01-17T08:22:00,1340.81,Premium Economy,184,Other
N71655,2024-01-11T13:55:00,314.83,Business,84,Low Fare
QR8334,2024-08-24T14:41:00,260.38,Premium Economy,20,Low Fare
RD9341,2025-05-24T16:47:00,769.9,Premium Economy,107,Other
LX6480,2024-12-17T06:38:00,390.07,Economy,41,Low Fare
9W9895,2024-09-08T02:25:00,701.85,Premium Economy,177,Other
MX1195,2024-09-03T16:03:00,342.62,Premium Economy,111,Low Fare
PR7296,2024-02-10T14:55:00,330.12,Business,156,Low Fare
SY8334,2025-04-01T18:48:00,207.08,Business,94,Low Fare
NW9827,2025-12-24T04:13:00,834.91,Economy,107,Other
US6011,2024-08-24T09:53:00,1159.7,Economy,80,Other
QQ3892,2025-10-08T01:58:00,148.86,Economy,196,Low Fare
TK8703,2025-04-13T04:38:00,1266.55,Economy,175,Other
NJ6932,2025-11-26T17:39:00,778.62,Business,136,Other
AM283,2024-05-09T17:28:00,421.3,Premium Economy,66,Other
EY8805,2024-02-22T13:44:00,827.46,Economy,172,Other
AS9584,2025-05-14T18:48:00,294.06,Business,121,Low Fare
9W8868,2024-05-26T12:24:00,237.84,Premium Economy,193,Low Fare
QK8051,2024-02-01T11:05:00,284.44,Economy,172,Low Fare
XP4196,2025-02-28T15:30:00,797.24,Business,138,Other
TP1141,2025-12-15T01:20:00,869.03,Business,32,Other
SE7822,2025-10-21T03:49:00,207.53,Economy,110,Low Fare
AX7647,2025-02-22T12:28:00,158.28,Business,82,Low Fare
QK2748,2025-03-04T19:46:00,334.18,Business,49,Low Fare
EY3706,2024-12-11T02:51:00,549.73,Premium Economy,157,Other
BF9093,2025-04-08T05:19:00,219.79,Premium Economy,13,Low Fare
NZ249,2024-07-03T03:14:00,1435.26,Premium Economy,28,Other
MX9529,2025-10-05T13:50:00,159.91,Premium Economy,36,Low Fare
AZ2948,2025-08-29T21:35:00,313.33,Premium Economy,195,Low Fare
TS9870,2024-05-26T22:41:00,282.71,Premium Economy,127,Low Fare
EZ9958,2024-03-30T12:56:00,749.44,Business,39,Other
EZ7941,2025-11-10T13:25:00,1491.21,Business,195,Other
XE8510,2024-08-02T03:20:00,1022.24,Premium Economy,42,Other
KL7865,2025-05-15T02:04:00,1393.39,Business,43,Other
NK3185,2025-06-25T06:52:00,195.83,Economy,25,Low Fare
VS1686,2025-10-22T17:47:00,346.47,Premium Economy,26,Low Fare
MU4662,2024-05-21T03:04:00,344.81,Economy,106,Low Fare
RD5319,2025-11-07T06:34:00,1372.7,Economy,86,Other
TS5451,2025-10-30T19:47:00,1312.35,Business,165,Other
XP996,2024-12-06T19:48:00,1490.3,Economy,147,Other
TZ4965,2024-08-21T19:46:00,1259.71,Economy,25,Other
WS3309,2024-02-23T20:33:00,481.08,Economy,102,Other
QR8182,2025-04-25T10:50:00,395.16,Business,129,Low Fare
MQ6501,2024-05-12T10:50:00,933.78,Economy,135,Other
YV2952,2024-03-12T18:09:00,271.84,Economy,137,Low Fare
OZ5790,2024-12-03T11:42:00,224.24,Business,109,Low Fare
QK2535,2024-02-07T03:31:00,360.07,Economy,12,Low Fare
YX8331,2025-12-15T22:25:00,262.64,Premium Economy,132,Low Fare
MT2100,2024-04-22T19:58:00,745.27,Economy,111,Other
OH1636,2025-08-29T07:09:00,365.96,Economy,114,Other
OY7871,2024-09-08T05:05:00,197.88,Premium Economy,167,Low Fare
A82726,2024-02-10T17:28:00,211.45,Economy,10,Low Fare
HQ2617,2025-09-30T13:22:00,1328.5,Business,160,Other
SR3741,2024-04-22T19:26:00,255.53,Premium Economy,47,Low Fare
BBB7966,2025-02-26T21:16:00,392.13,Premium Economy,63,Low Fare
S66781,2025-08-03T14:14:00,187.1,Economy,17,Low Fare
TP4389,2025-01-16T10:38:00,897.55,Economy,92,Other
XE9282,2025-11-24T22:35:00,287.02,Premium Economy,117,Low Fare
US8123,2025-08-09T01:12:00,1249.25,Premium Economy,159,Other
PD527,2025-09-16T19:58:00,590.12,Economy,115,Other
DE254,2025-01-15T18:36:00,337.03,Premium Economy,62,Low Fare
OH7351,2025-11-28T23:27:00,485.9,Economy,46,Other
NH6769,2025-01-02T08:27:00,456.57,Business,166,Other
WO5660,2024-01-12T02:15:00,137.23,Economy,63,Low Fare
PE633,2024-05-09T05:31:00,374.1,Economy,120,Low Fare
DH7871,2025-07-06T14:21:00,158.44,Economy,32,Low Fare
NK8719,2024-06-01T20:59:00,310.07,Premium Economy,67,Low Fare
PR919,2025-02-22T17:46:00,682.15,Premium Economy,21,Other
AA482,2025-09-19T04:08:00,1123.6,Economy,45,Other
5Y9290,2025-07-09T10:50:00,260.48,Business,124,Low Fare
F84244,2024-09-24T20:59:00,101.24,Economy,64,Low Fare
YP5853,2024-01-07T00:28:00,885.76,Premium Economy,45,Other
JL6163,2024-07-01T00:19:00,257.63,Business,17,Low Fare
AF298,2024-01-17T04:58:00,1377.05,Business,66,Other
HA2774,2024-02-19T15:12:00,579.62,Premium Economy,42,Other
PR3777,2025-02-01T17:39:00,544.47,Business,109,Other
AS5834,2024-04-22T13:47:00,1001.32,Premium Economy,30,Other
Z0628,2024-01-30T08:46:00,394.98,Premium Economy,134,Other
PR5114,2024-02-05T16:09:00,264.16,Premium Economy,58,Low Fare
YP4944,2024-01-14T17:26:00,174.64,Premium Economy,64,Low Fare
N74796,2024-01-05T15:42:00,142.76,Business,139,Low Fare
MG5120,2024-08-30T02:06:00,1375.25,Economy,56,Other
QK5410,2024-10-01T02:22:00,896.51,Business,193,Other
LY6116,2025-04-19T14:05:00,374.83,Economy,120,Other
SY2035,2024-01-23T05:36:00,1090.52,Business,103,Other
YX3825,2024-06-21T16:58:00,216.59,Economy,112,Low Fare
AC1429,2024-12-02T11:33:00,1367.19,Premium Economy,166,Other
MX9174,2025-06-14T20:56:00,1367.56,Business,129,Other
AS2611,2024-06-26T03:08:00,172.6,Economy,100,Low Fare
EK1827,2024-04-13T01:40:00,1302.33,Premium Economy,12,Other
TS9743,2025-03-11T06:27:00,718.06,Premium Economy,63,Other
NJ906,2025-08-24T17:01:00,367.76,Premium Economy,68,Low Fare
CP7062,2024-09-25T15:06:00,729.6,Premium Economy,89,Other
UA2820,2024-09-07T12:49:00,302.49,Economy,17,Low Fare
TP9968,2025-11-01T15:57:00,448.76,Business,114,Other
UA5275,2025-08-29T17:15:00,254.93,Premium Economy,188,Low Fare
AF5464,2025-07-18T13:41:00,198.51,Economy,51,Low Fare
SR2633,2024-10-03T05:01:00,189.61,Business,79,Low Fare
EY3928,2024-07-01T17:07:00,1186.93,Economy,161,Other
BF5654,2025-10-27T04:40:00,799.23,Business,93,Other
QF6175,2025-08-01T04:54:00,351.88,Business,139,Other
NW1184,2025-07-24T16:44:00,261.44,Business,117,Low Fare
SS6128,2025-05-21T06:33:00,264.57,Business,40,Low Fare
FJ5331,2025-05-28T15:14:00,1441.43,Premium Economy,43,Other
WI2060,2025-03-25T08:05:00,108.31,Business,146,Low Fare
QK8606,2025-10-20T23:20:00,1075.53,Premium Economy,121,Other
UA998,2025-01-20T03:50:00,384.25,Business,131,Low Fare
B6632,2024-07-11T09:41:00,248.57,Premium Economy,116,Low Fare
G4307,2025-12-24T22:10:00,893.77,Premium Economy,29,Other
FI6952,2025-09-05T02:18:00,238.96,Economy,42,Low Fare
AY7283,2025-02-13T05:14:00,121.63,Economy,131,Low Fare
NH3514,2024-02-15T04:05:00,385.78,Premium Economy,27,Low Fare
XP3452,2024-12-10T18:55:00,1459.04,Business,41,Other
TP3861,2025-05-07T14:52:00,365.71,Business,52,Low Fare
AM9903,2024-09-10T02:54:00,212.76,Economy,176,Low Fare
IB6140,2024-11-30T05:35:00,231.98,Premium Economy,149,Low Fare
SS6560,2025-08-19T21:09:00,364.37,Premium Economy,67,Other
EZ8296,2024-03-05T22:57:00,770.97,Business,170,Other
NK9459,2025-07-07T11:38:00,1214.78,Business,129,Other
ZG2377,2024-12-19T09:13:00,274.73,Economy,140,Low Fare
QX4236,2025-08-16T07:13:00,967.86,Business,174,Other
KE2018,2025-06-14T05:52:00,392.38,Business,184,Low Fare
VN7437,2025-04-15T13:54:00,286.72,Premium Economy,92,Low Fare
WN1960,2025-09-17T22:33:00,289.72,Economy,80,Low Fare
9W3841,2024-04-24T02:46:00,337.01,Business,92,Low Fare
EY954,2025-01-15T16:32:00,415.46,Business,69,Other
CI7453,2024-09-23T06:36:00,762.05,Premium Economy,45,Other
AI690,2025-06-13T14:19:00,244.27,Business,104,Low Fare
US8570,2025-05-08T17:22:00,288.86,Economy,166,Low Fare
OH5530,2024-05-21T11:18:00,129.57,Economy,188,Low Fare
NK2844,2025-05-22T17:25:00,1217.94,Business,174,Other
BBB5953,2024-10-29T23:27:00,630.3,Business,108,Other
UA564,2024-11-03T14:45:00,278.01,Business,146,Low Fare
QK9725,2025-11-27T12:57:00,354.58,Economy,39,Low Fare
FJ9843,2025-04-05T10:40:00,270.18,Business,99,Low Fare
EZ3300,2024-06-05T22:30:00,898.85,Business,69,Other
NW8132,2024-08-02T14:01:00,1173.3,Economy,151,Other
FF3278,2024-07-06T05:51:00,1287.15,Premium Economy,185,Other
YX696,2025-05-21T17:10:00,150.53,Premium Economy,160,Low Fare
SY2776,2024-03-20T19:38:00,1369.86,Economy,26,Other
CZ5518,2024-01-16T00:47:00,494.85,Premium Economy,135,Other
RW9728,2024-03-03T23:02:00,666.3,Premium Economy,149,Other
YP8133,2025-12-27T13:40:00,859.98,Premium Economy,20,Other
VX1765,2024-03-15T21:05:00,739.48,Business,191,Other
SR8280,2025-08-20T05:36:00,402.09,Premium Economy,107,Other
9W4206,2024-05-29T14:28:00,126.26,Business,31,Low Fare
SR5126,2025-04-06T19:58:00,366.98,Premium Economy,110,Low Fare
CM4364,2024-01-27T14:51:00,305.1,Business,126,Low Fare
BA9008,2025-09-18T00:25:00,440.22,Economy,94,Other
EK9168,2024-01-13T14:39:00,352.84,Business,176,Low Fare
EV8756,2024-01-12T20:09:00,291.6,Economy,114,Low Fare
JL2091,2025-10-10T21:59:00,323.5,Business,22,Other
AS7800,2025-07-01T02:15:00,1076.25,Economy,22,Other
US2450,2024-10-27T22:42:00,625.5,Economy,174,Other
TP7182,2025-12-09T12:12:00,379.35,Business,151,Other
OZ2922,2024-05-07T22:55:00,232.78,Business,15,Low Fare
VX3216,2025-05-30T07:40:00,224.06,Premium Economy,61,Low Fare
AZ5974,2025-12-24T15:39:00,207.84,Business,51,Low Fare
NW7855,2024-06-16T07:33:00,272.21,Business,166,Low Fare
B65614,2025-07-06T12:00:00,873.73,Business,107,Other
Y4944,2025-07-31T01:23:00,593.85,Business,179,Other
DP3590,2025-01-08T10:35:00,200.26,Economy,150,Low Fare
DL1946,2025-09-21T01:08:00,1102.4,Economy,36,Other
PD9849,2025-08-21T07:10:00,233.9,Premium Economy,62,Low Fare
MG3723,2025-05-19T18:34:00,134.81,Economy,176,Low Fare
TS6222,2025-05-27T23:01:00,1486.0,Premium Economy,27,Other
WN1654,2024-10-27T23:40:00,1222.93,Economy,169,Other
GL706,2024-02-20T07:12:00,362.91,Economy,75,Low Fare
S61029,2025-11-01T15:32:00,391.96,Business,19,Low Fare
CI1323,2024-01-03T10:41:00,1003.24,Premium Economy,187,Other
AY5083,2024-11-19T17:45:00,777.96,Business,101,Other
MQ5089,2025-07-06T23:46:00,219.68,Economy,12,Low Fare
TP6505,2024-06-05T02:26:00,1354.3,Premium Economy,73,Other
WS1232,2024-12-03T20:42:00,391.09,Business,148,Low Fare
TP4472,2025-03-12T01:57:00,481.36,Premium Economy,155,Other
YV2034,2024-01-04T15:59:00,166.62,Premium Economy,153,Low Fare
ZW1679,2024-08-30T13:21:00,284.32,Premium Economy,179,Low Fare
KL2571,2025-12-09T08:55:00,148.29,Business,62,Low Fare
PR4318,2024-04-28T09:49:00,217.52,Business,29,Low Fare
FI6001,2024-12-02T04:00:00,994.18,Premium Economy,65,Other
CM4888,2025-03-15T03:29:00,799.16,Premium Economy,52,Other
YX5649,2025-01-27T11:08:00,1067.06,Economy,70,Other
HQ3032,2025-03-29T08:04:00,235.52,Economy,112,Low Fare
TK9069,2025-06-13T11:43:00,106.49,Business,93,Low Fare
FF7793,2025-08-14T02:41:00,423.29,Economy,79,Other
QR3645,2025-06-29T04:27:00,1398.69,Premium Economy,125,Other
YP556,2024-02-23T15:30:00,234.0,Premium Economy,20,Low Fare
AF764,2025-08-17T05:05:00,190.39,Economy,169,Low Fare
AZ5444,2024-04-07T13:59:00,346.28,Business,133,Low Fare
WO5268,2024-01-04T18:10:00,193.9,Business,65,Low Fare
MX5557,2025-02-03T15:18:00,191.02,Economy,178,Low Fare
RD3292,2025-05-15T10:33:00,1134.95,Economy,166,Other
PD1382,2025-10-13T06:31:00,153.91,Premium Economy,129,Low Fare
AA3928,2024-11-19T23:45:00,354.96,Business,179,Low Fare
TA1718,2025-12-20T03:47:00,109.51,Premium Economy,44,Low Fare
RD4615,2025-03-24T07:09:00,1012.62,Premium Economy,199,Other
DE3198,2024-07-21T12:54:00,1403.53,Premium Economy,142,Other
FL7482,2024-04-18T11:21:00,160.98,Economy,111,Low Fare
CX5599,2024-03-31T12:21:00,307.34,Premium Economy,132,Low Fare
NZ5597,2025-09-04T17:06:00,548.95,Premium Economy,15,Other
5Y6604,2025-12-09T18:59:00,144.15,Business,154,Low Fare
RW1465,2024-07-21T22:16:00,275.46,Premium Economy,66,Low Fare
QQ1710,2024-05-27T20:11:00,1452.58,Premium Economy,67,Other
IB4582,2024-10-11T22:35:00,1145.65,Premium Economy,193,Other
YP3286,2024-03-29T22:28:00,270.23,Economy,56,Low Fare
OZ8983,2024-08-27T01:44:00,166.69,Premium Economy,101,Low Fare
AB656,2024-12-06T22:38:00,179.62,Premium Economy,200,Low Fare
AZ4893,2025-05-03T20:56:00,173.6,Business,24,Low Fare
NH2313,2024-12-29T06:07:00,547.75,Premium Economy,15,Other
5Y752,2025-07-06T11:56:00,1174.71,Premium Economy,81,Other
CM6124,2024-11-12T16:48:00,116.58,Premium Economy,60,Low Fare
SR2461,2024-06-09T09:20:00,355.35,Premium Economy,170,Low Fare
XP4435,2025-01-26T14:17:00,309.26,Business,54,Low Fare
WO2926,2025-01-29T22:35:00,484.41,Premium Economy,22,Other
CC8890,2025-06-18T17:29:00,284.9,Business,98,Low Fare
4O5210,2024-02-25T06:46:00,1433.15,Premium Economy,189,Other
QR1719,2025-02-13T13:30:00,277.31,Economy,68,Low Fare
SR3602,2024-09-30T05:40:00,201.86,Business,167,Low Fare
Z09016,2025-07-11T12:58:00,138.02,Business,132,Low Fare
NW3734,2024-08-28T01:16:00,447.06,Business,68,Other
BF1782,2025-10-23T11:52:00,1107.37,Premium Economy,108,Other
QX6815,2025-09-22T01:43:00,321.51,Premium Economy,10,Low Fare
JX7469,2025-11-10T23:01:00,577.3,Premium Economy,161,Other
AA4023,2024-02-10T22:44:00,975.21,Economy,191,Other
NH2247,2024-08-14T23:06:00,176.53,Economy,14,Low Fare
QX3958,2025-01-21T22:32:00,804.35,Economy,60,Other
9W2070,2024-06-06T23:36:00,205.79,Business,152,Low Fare
B69477,2024-09-27T18:29:00,251.21,Premium Economy,110,Low Fare
LX926,2025-01-23T15:23:00,107.02,Economy,56,Low Fare
YP811,2025-08-14T13:33:00,186.9,Business,80,Low Fare
WI6388,2024-01-11T16:42:00,1077.05,Economy,145,Other
N74708,2025-04-16T11:22:00,1421.51,Premium Economy,58,Other
WS2159,2024-07-21T09:28:00,137.35,Economy,200,Low Fare
NH9991,2024-12-06T19:16:00,344.83,Business,153,Low Fare
UA5729,2025-06-01T04:49:00,1352.67,Economy,21,Other
RD3495,2024-05-27T10:08:00,751.39,Economy,114,Other
WI3365,2025-11-10T08:52:00,775.91,Premium Economy,137,Other
N78125,2024-09-18T03:40:00,110.67,Premium Economy,36,Low Fare
QQ3514,2024-12-26T01:37:00,877.78,Economy,151,Other
NJ387,2025-12-30T05:05:00,370.22,Economy,88,Low Fare
LH7267,2024-12-18T05:40:00,939.08,Economy,189,Other
YP6078,2024-11-15T15:17:00,312.79,Premium Economy,194,Low Fare
CI2538,2024-05-02T11:53:00,1326.88,Business,195,Other
AI451,2024-05-20T23:19:00,851.55,Premium Economy,165,Other
MT7301,2024-05-25T04:02:00,249.75,Business,143,Low Fare
AC6104,2025-11-23T16:41:00,775.0,Premium Economy,150,Other
SS7522,2025-11-16T20:53:00,195.05,Economy,168,Low Fare
VS2473,2025-06-14T12:09:00,544.37,Business,97,Other
WI7063,2025-04-21T00:58:00,337.24,Economy,174,Low Fare
CX9814,2024-09-26T17:06:00,606.67,Economy,68,Other
EK5973,2025-09-24T00:22:00,204.58,Premium Economy,13,Low Fare
JX2166,2025-11-23T14:45:00,394.19,Business,141,Low Fare
CP2712,2024-10-05T00:12:00,135.85,Economy,34,Low Fare
VX1171,2024-08-14T09:25:00,121.23,Economy,80,Low Fare
DH4841,2025-07-25T09:15:00,1020.92,Business,105,Other
WO241,2024-09-16T11:40:00,1174.48,Business,82,Other
MG9025,2024-12-02T11:16:00,1050.97,Business,181,Other
LX9832,2024-05-22T17:17:00,393.94,Economy,100,Other
F98002,2025-03-17T00:28:00,796.09,Premium Economy,39,Other
QK8843,2025-10-05T22:34:00,651.18,Economy,65,Other
AX2093,2025-05-29T04:03:00,436.34,Premium Economy,141,Other
OO3500,2025-06-06T01:36:00,272.01,Premium Economy,191,Low Fare
BBB4844,2024-05-09T10:45:00,875.11,Economy,78,Other
DP8065,2024-11-01T07:00:00,331.94,Business,140,Low Fare
AB9482,2024-02-23T17:55:00,674.21,Economy,41,Other
B6156,2025-04-25T00:26:00,806.81,Economy,25,Other
YV8167,2024-05-02T01:26:00,229.16,Premium Economy,47,Low Fare
DL8474,2025-06-29T23:43:00,872.16,Economy,174,Other
OH5852,2024-02-28T05:36:00,218.52,Economy,24,Low Fare
JX8794,2025-04-21T12:11:00,197.92,Business,122,Low Fare
US9418,2024-12-19T17:26:00,274.01,Premium Economy,64,Low Fare
NH2652,2025-07-08T05:26:00,350.66,Economy,55,Other
MX3382,2025-08-08T09:30:00,317.21,Premium Economy,12,Low Fare
N78994,2024-01-15T02:16:00,848.81,Economy,14,Other
EI7849,2025-01-21T01:47:00,705.13,Business,131,Other
AZ8864,2024-03-08T14:51:00,690.65,Economy,46,Other
UA5993,2025-09-04T02:22:00,975.65,Business,26,Other
FI1063,2025-03-24T20:51:00,709.6,Premium Economy,17,Other
AC1092,2024-10-13T23:12:00,121.3,Premium Economy,122,Low Fare
LY2718,2024-06-07T03:52:00,104.54,Premium Economy,10,Low Fare
VS7846,2025-11-23T08:32:00,841.45,Economy,112,Other
A88059,2025-08-22T00:53:00,819.12,Economy,103,Other
AX9651,2025-09-09T09:35:00,112.21,Business,84,Low Fare
TP7096,2024-10-15T00:56:00,404.2,Business,160,Other
QR1658,2025-01-14T08:02:00,1466.94,Business,90,Other
5Y1600,2024-01-01T19:18:00,203.8,Business,169,Low Fare
AB2977,2024-12-15T20:50:00,1107.92,Economy,107,Other
A89320,2024-04-17T14:40:00,394.79,Economy,88,Other
CM9567,2025-03-09T20:54:00,371.34,Economy,54,Low Fare
TK713,2025-10-12T10:10:00,1392.52,Economy,21,Other
XE6349,2024-12-24T11:44:00,707.82,Premium Economy,161,Other
NH2513,2024-10-09T00:07:00,152.24,Premium Economy,194,Low Fare
HX8981,2025-05-30T09:58:00,844.51,Premium Economy,180,Other
LP9258,2024-03-18T21:52:00,135.87,Business,111,Low Fare
UA6691,2024-01-11T05:20:00,491.65,Economy,12,Other
WS5645,2025-05-07T09:33:00,539.25,Premium Economy,113,Other
5Y4012,2025-01-12T11:36:00,128.41,Premium Economy,92,Low Fare
US1796,2025-06-05T21:21:00,954.31,Premium Economy,66,Other
SK132,2024-09-02T20:28:00,320.25,Economy,32,Other
NH8011,2024-03-29T04:25:00,261.37,Premium Economy,130,Low Fare
SS7146,2024-07-27T18:47:00,1088.21,Economy,16,Other
FL1947,2025-06-14T06:48:00,729.78,Economy,68,Other
NH5359,2024-11-11T20:34:00,181.37,Economy,99,Low Fare
RW6376,2024-04-06T16:54:00,209.88,Premium Economy,180,Low Fare
HQ526,2024-12-17T13:56:00,1076.2,Premium Economy,191,Other
CC2804,2025-02-21T21:29:00,320.98,Economy,75,Low Fare
