flightNumber,airline,iataCode,origin,destination,region,departureTime,arrivalTime,duration,fare,fareClass,seatsAvailable,priceCategory,aircraftType,onTimePerformance
DH3214,Independence Air,DH,SFO,JFK,US,2025-11-16T08:49:00,2025-11-16T10:05:00,76,353.21,Business,32,Low Fare,Boeing 737,0.81
OH9769,Aeroflot Russian International Airlines,OH,SFO,LAX,Australia / Oceania,2024-06-18T00:42:00,2024-06-18T10:04:00,562,339.79,Economy,32,Other,Airbus A320,0.87
BR3692,Swissport USA,BR,SFO,CUN,Mexico,2024-05-02T00:01:00,2024-05-02T09:38:00,577,1477.44,Premium Economy,127,Other,Boeing 787,0.81
MQ1422,Air Italy S.P.A,MQ,SFO,JFK,US,2024-04-02T15:23:00,2024-04-02T19:21:00,238,381.76,Business,132,Low Fare,Boeing 737,0.94
NJ7608,Vanguard Airlines,NJ,SFO,YUL,Canada,2024-04-09T05:51:00,2024-04-09T09:37:00,226,674.13,Premium Economy,40,Other,Airbus A350,0.71
OO3462,SkyWest Airlines,OO,SFO,MIA,US,2024-10-28T17:41:00,2024-10-29T01:10:00,449,238.74,Business,179,Low Fare,Boeing 737,0.76
SY5075,Sun Country Airlines,SY,SFO,ORD,US,2024-05-17T01:11:00,2024-05-17T06:59:00,348,294.98,Business,104,Low Fare,Boeing 787,0.73
QR1801,Qatar Airways,QR,SFO,YYZ,Canada,2024-09-06T09:38:00,2024-09-06T11:28:00,110,465.24,Premium Economy,77,Other,Airbus A320,0.9
XJ3574,Mesaba Airlines,XJ,SFO,CDG,Europe,2024-03-02T04:33:00,2024-03-02T06:13:00,100,180.37,Business,147,Low Fare,Airbus A350,0.72
9W8954,Jet Airways,9W,SFO,PTY,Central America,2025-12-16T10:56:00,2025-12-16T22:29:00,693,929.9,Economy,193,Other,Airbus A320,0.91
XE5993,ExpressJet Airlines,XE,SFO,LAX,South America,2024-04-16T17:36:00,2024-04-16T23:05:00,329,1231.92,Business,176,Other,Boeing 737,0.93
US1580,US Airways,US,SFO,LAX,South America,2024-01-15T16:35:00,2024-01-16T03:29:00,654,1062.96,Economy,49,Other,Airbus A320,0.85
MT6917,El Al Israel Airlines LTD.,MT,SFO,DEL,Asia,2025-06-10T08:14:00,2025-06-10T19:29:00,675,317.44,Business,42,Low Fare,Boeing 737,0.91
MQ2566,"Envoy Air, Inc.",MQ,SFO,SJO,Central America,2025-06-13T11:00:00,2025-06-13T16:29:00,329,379.68,Premium Economy,105,Other,Airbus A350,0.71
AF8473,Air France,AF,SFO,AMS,Europe,2024-04-22T08:17:00,2024-04-22T16:06:00,469,124.08,Premium Economy,45,Low Fare,Boeing 737,0.73
DE7629,Condor Flugdienst GmbH,DE,SFO,DXB,Middle East,2024-11-21T22:40:00,2024-11-22T01:10:00,150,195.97,Business,117,Low Fare,Airbus A350,0.86
CX8441,Cathay Pacific,CX,SFO,HKG,Asia,2025-10-07T07:42:00,2025-10-07T12:31:00,289,107.76,Economy,78,Low Fare,Airbus A350,0.93
SY2352,Norwegian Air Shuttle ASA,SY,SFO,SIN,Asia,2024-08-03T14:36:00,2024-08-04T01:38:00,662,923.68,Premium Economy,26,Other,Airbus A320,0.79
LY7900,Norwegian Air UK Ltd,LY,SFO,LAX,South America,2024-09-21T05:14:00,2024-09-21T15:33:00,619,870.23,Premium Economy,35,Other,Boeing 787,0.79
EK1005,Emirates,EK,SFO,ORD,US,2024-02-15T23:47:00,2024-02-16T10:18:00,631,701.41,Premium Economy,95,Other,Boeing 787,0.87
AX8813,Trans States Airlines,AX,SFO,SIN,Asia,2025-11-18T18:48:00,2025-11-19T03:51:00,543,351.36,Business,170,Other,Airbus A320,0.95
HQ2472,Harmony Airways,HQ,SFO,LAX,Australia / Oceania,2024-06-26T01:57:00,2024-06-26T11:56:00,599,579.73,Premium Economy,141,Other,Airbus A320,0.89
HA2927,Hawaiian Airlines,HA,SFO,LAX,South America,2025-06-01T22:39:00,2025-06-02T05:19:00,400,470.1,Premium Economy,42,Other,Airbus A320,0.9
AM3113,Aeromexico,AM,SFO,SIN,Asia,2025-05-11T23:08:00,2025-05-12T09:48:00,640,173.98,Economy,28,Low Fare,Airbus A320,0.88
TZ1524,ATA Airlines,TZ,SFO,LHR,Europe,2024-08-07T00:42:00,2024-08-07T07:30:00,408,233.93,Premium Economy,94,Low Fare,Airbus A320,0.91
CC7097,Air Atlanta Icelandic,CC,SFO,LAX,South America,2024-01-08T15:35:00,2024-01-09T00:33:00,538,264.62,Economy,107,Low Fare,Airbus A350,0.71
SY9834,Aeroflot Russian International Airlines,SY,SFO,LAX,South America,2024-09-14T15:20:00,2024-09-14T21:38:00,378,323.56,Business,64,Low Fare,Airbus A320,0.83
MX3564,"Breeze Aviation Group, Inc.",MX,SFO,SJO,Central America,2024-03-05T07:12:00,2024-03-05T18:19:00,667,1386.92,Premium Economy,130,Other,Airbus A350,0.79
OO9908,SkyWest Airlines,OO,SFO,YVR,Canada,2025-10-22T06:11:00,2025-10-22T08:22:00,131,359.8,Business,135,Other,Airbus A350,0.92
MT9735,Thomas Cook Airlines,MT,SFO,MIA,US,2024-08-03T18:59:00,2024-08-03T20:11:00,72,1363.61,Premium Economy,55,Other,Airbus A350,0.86
VX9217,Allegro Airlines,VX,SFO,HKG,Asia,2024-03-23T20:24:00,2024-03-23T21:48:00,84,143.36,Premium Economy,130,Low Fare,Boeing 787,0.79
SQ525,El Al Israel Airlines LTD.,SQ,SFO,LAX,South America,2025-03-02T12:10:00,2025-03-02T20:26:00,496,170.61,Business,192,Low Fare,Boeing 737,0.89
FF3646,Tower Air,FF,SFO,FRA,Europe,2024-01-14T03:24:00,2024-01-14T10:43:00,439,305.21,Premium Economy,31,Low Fare,Boeing 737,0.77
HX9367,Hong Kong Airlines Limited,HX,SFO,JFK,US,2024-11-24T02:34:00,2024-11-24T06:46:00,252,265.7,Premium Economy,31,Low Fare,Boeing 737,0.7
VS2357,Virgin Atlantic,VS,SFO,DOH,Middle East,2025-10-30T04:31:00,2025-10-30T10:28:00,357,518.72,Premium Economy,193,Other,Boeing 787,0.71
AI9918,Air India Limited,AI,SFO,FRA,Europe,2025-09-04T23:04:00,2025-09-05T05:59:00,415,292.85,Premium Economy,63,Low Fare,Boeing 737,0.9
EI1695,"Aer Lingus, Ltd.",EI,SFO,ORD,US,2025-08-19T04:20:00,2025-08-19T06:31:00,131,128.62,Economy,116,Low Fare,Airbus A350,0.82
JX6950,Starlux Airlines Co. LTD,JX,SFO,MEX,Mexico,2025-10-27T00:52:00,2025-10-27T12:45:00,713,287.71,Business,185,Low Fare,Boeing 787,0.73
PR2928,Philippine Airlines,PR,SFO,ORD,US,2025-03-22T02:47:00,2025-03-22T08:04:00,317,311.33,Premium Economy,13,Other,Airbus A350,0.79
SE9136,XL Airways France,SE,SFO,PTY,Central America,2024-10-20T19:10:00,2024-10-20T20:58:00,108,167.74,Economy,160,Low Fare,Boeing 787,0.73
N78132,National Airlines,N7,SFO,LAX,US,2024-05-29T04:54:00,2024-05-29T07:31:00,157,611.99,Premium Economy,38,Other,Airbus A320,0.86
ZG377,ZIPAIR Tokyo Inc,ZG,SFO,DXB,Middle East,2024-06-28T01:00:00,2024-06-28T02:04:00,64,312.13,Business,50,Low Fare,Airbus A350,0.83
CZ913,China Southern,CZ,SFO,AMS,Europe,2025-09-09T23:12:00,2025-09-10T10:52:00,700,367.63,Economy,50,Low Fare,Airbus A350,0.72
EZ4335,Evergreen International Airlines,EZ,SFO,YYZ,Canada,2024-09-08T21:28:00,2024-09-09T05:28:00,480,791.59,Economy,47,Other,Boeing 787,0.79
LP5507,Sports Jet,LP,SFO,JFK,US,2024-02-13T15:42:00,2024-02-14T03:33:00,711,104.36,Premium Economy,180,Low Fare,Boeing 787,0.73
TA3830,"TACA International Airlines, S.A.",TA,SFO,YYZ,Canada,2024-05-05T22:26:00,2024-05-06T10:15:00,709,198.56,Economy,70,Low Fare,Boeing 787,0.86
G41370,Allegiant Air,G4,SFO,AMS,Europe,2024-08-17T01:00:00,2024-08-17T07:39:00,399,791.21,Business,69,Other,Boeing 787,0.79
HX752,Hong Kong Airlines Limited,HX,SFO,CUN,Mexico,2025-07-28T21:54:00,2025-07-29T02:32:00,278,101.79,Business,57,Low Fare,Airbus A320,0.92
YX2202,"China Eastern Airlines, Inc",YX,SFO,LAX,Australia / Oceania,2025-08-25T17:29:00,2025-08-26T03:16:00,587,111.17,Business,48,Low Fare,Airbus A320,0.88
CC5197,Air Atlanta Icelandic,CC,SFO,MEX,Mexico,2025-11-13T00:54:00,2025-11-13T02:48:00,114,184.07,Premium Economy,32,Low Fare,Airbus A320,0.83
CA853,Air China,CA,SFO,CUN,Mexico,2025-08-27T07:17:00,2025-08-27T13:20:00,363,256.45,Premium Economy,56,Low Fare,Boeing 787,0.83
AM1420,Aeromexico,AM,SFO,MIA,US,2025-07-31T18:09:00,2025-07-31T21:29:00,200,279.64,Premium Economy,36,Low Fare,Airbus A350,0.75
OO4993,"Samsic Airport America, LLC",OO,SFO,CUN,Mexico,2025-05-07T23:46:00,2025-05-08T08:36:00,530,296.02,Premium Economy,13,Low Fare,Boeing 787,0.72
PE3507,Air Europe,PE,SFO,LAX,South America,2024-11-07T16:11:00,2024-11-07T21:25:00,314,319.04,Premium Economy,101,Low Fare,Airbus A320,0.78
OZ8562,Asiana Airlines,OZ,SFO,PTY,Central America,2024-01-27T07:11:00,2024-01-27T12:53:00,342,1191.65,Premium Economy,108,Other,Airbus A320,0.81
HQ926,Harmony Airways,HQ,SFO,CUN,Mexico,2024-10-24T12:51:00,2024-10-24T17:15:00,264,187.52,Premium Economy,180,Low Fare,Boeing 787,0.81
ZW1552,Air Wisconsin,ZW,SFO,LAX,Australia / Oceania,2024-04-22T14:24:00,2024-04-22T16:09:00,105,1285.38,Premium Economy,99,Other,Airbus A350,0.95
LY7378,Norwegian Air UK Ltd,LY,SFO,DEL,Asia,2024-07-06T13:31:00,2024-07-06T19:13:00,342,1490.66,Economy,181,Other,Boeing 737,0.91
NW2476,Northwest Airlines (became Delta),NW,SFO,YVR,Canada,2025-08-19T17:29:00,2025-08-20T00:36:00,427,253.34,Business,50,Low Fare,Airbus A350,0.76
SQ3696,Singapore Airlines,SQ,SFO,LAX,Australia / Oceania,2025-08-01T08:05:00,2025-08-01T12:48:00,283,1437.23,Business,140,Other,Boeing 787,0.81
DH4274,Independence Air,DH,SFO,NRT,Asia,2024-04-07T20:13:00,2024-04-07T21:41:00,88,226.76,Economy,73,Low Fare,Airbus A320,0.88
YP717,"Air Premia, Inc.",YP,SFO,LAX,South America,2025-01-13T06:33:00,2025-01-13T11:54:00,321,268.86,Business,98,Low Fare,Airbus A320,0.87
RW7589,Republic Airlines,RW,SFO,YUL,Canada,2024-07-27T20:40:00,2024-07-28T04:51:00,491,370.2,Premium Economy,186,Low Fare,Boeing 737,0.82
OZ7443,Asiana Airlines,OZ,SFO,ORD,US,2025-02-08T03:00:00,2025-02-08T07:21:00,261,314.68,Premium Economy,136,Low Fare,Airbus A320,0.88
NJ2640,Vanguard Airlines,NJ,SFO,DEL,Asia,2025-03-29T22:56:00,2025-03-30T05:36:00,400,210.54,Economy,38,Low Fare,Boeing 737,0.8
TZ9928,ATA Airlines,TZ,SFO,SJO,Central America,2025-05-12T22:54:00,2025-05-13T03:40:00,286,405.8,Business,127,Other,Boeing 737,0.92
YV1058,Mesa Airlines,YV,SFO,HKG,Asia,2024-02-11T14:43:00,2024-02-12T00:14:00,571,960.31,Business,113,Other,Boeing 737,0.81
OH8818,Comair,OH,SFO,LAX,US,2025-03-19T14:55:00,2025-03-19T20:59:00,364,345.8,Premium Economy,71,Low Fare,Boeing 787,0.94
5Y3889,"Atlas Air, Inc",5Y,SFO,SJO,Central America,2024-01-21T22:59:00,2024-01-22T03:57:00,298,227.16,Economy,77,Low Fare,Airbus A320,0.87
JL2898,Japan Airlines,JL,SFO,LAX,Australia / Oceania,2024-04-26T03:38:00,2024-04-26T13:27:00,589,189.11,Business,191,Low Fare,Airbus A320,0.92
EY4361,Etihad Airways,EY,SFO,CDG,Europe,2025-11-04T07:38:00,2025-11-04T18:35:00,657,314.22,Premium Economy,91,Low Fare,Boeing 737,0.9
QF8648,Sports Hawk,QF,SFO,DOH,Middle East,2024-12-28T18:47:00,2024-12-28T23:47:00,300,162.56,Economy,120,Low Fare,Boeing 737,0.74
LX387,Swiss International,LX,SFO,CUN,Mexico,2025-12-29T16:45:00,2025-12-30T02:09:00,564,185.79,Business,15,Low Fare,Boeing 787,0.74
AM2647,Aeromexico,AM,SFO,LAX,Australia / Oceania,2025-06-25T19:15:00,2025-06-25T23:24:00,249,314.04,Premium Economy,100,Low Fare,Airbus A320,0.87
HQ7061,Harmony Airways,HQ,SFO,LAX,South America,2024-10-25T12:14:00,2024-10-25T22:28:00,614,1468.83,Economy,23,Other,Airbus A350,0.85
F84298,Sports Hawk,F8,SFO,LAX,South America,2025-03-28T06:44:00,2025-03-28T09:37:00,173,969.07,Business,200,Other,Boeing 787,0.81
MU6842,China Eastern,MU,SFO,DOH,Middle East,2024-02-14T21:50:00,2024-02-15T00:36:00,166,211.43,Economy,148,Low Fare,Boeing 787,0.92
PE2834,Air Europe,PE,SFO,LAX,Australia / Oceania,2024-12-07T23:28:00,2024-12-08T00:55:00,87,267.76,Economy,98,Low Fare,Airbus A350,0.86
XP8520,Xtra Airways,XP,SFO,CDG,Europe,2025-09-16T17:08:00,2025-09-17T00:47:00,459,152.58,Business,78,Low Fare,Airbus A350,0.79
TZ2826,ATA Airlines,TZ,SFO,ORD,US,2025-11-04T09:01:00,2025-11-04T12:30:00,209,388.96,Economy,62,Low Fare,Boeing 787,0.8
XP6763,Casino Express,XP,SFO,MEX,Mexico,2024-02-09T01:30:00,2024-02-09T11:01:00,571,197.31,Economy,169,Low Fare,Airbus A320,0.95
DL4965,Delta Air Lines,DL,SFO,MIA,US,2025-12-03T06:52:00,2025-12-03T17:55:00,663,1279.48,Economy,20,Other,Airbus A320,0.9
YP770,"Air Premia, Inc.",YP,SFO,MIA,US,2024-06-14T07:03:00,2024-06-14T17:38:00,635,247.12,Economy,158,Low Fare,Boeing 787,0.72
9W2321,Jet Airways,9W,SFO,LAX,Australia / Oceania,2024-02-02T00:59:00,2024-02-02T11:14:00,615,1193.29,Business,130,Other,Boeing 737,0.94
HA6493,Hawaiian Airlines,HA,SFO,YVR,Canada,2025-01-04T04:18:00,2025-01-04T14:24:00,606,260.38,Premium Economy,89,Low Fare,Boeing 737,0.82
FJ4845,Air Pacific Limited dba Fiji Airways,FJ,SFO,SIN,Asia,2025-02-04T07:46:00,2025-02-04T11:15:00,209,1018.8,Economy,35,Other,Boeing 787,0.8
CP1258,Canadian Airlines,CP,SFO,PTY,Central America,2024-04-14T23:17:00,2024-04-15T07:15:00,478,748.45,Economy,10,Other,Boeing 737,0.94
MG2698,Champion Air,MG,SFO,LAX,US,2025-10-17T19:52:00,2025-10-18T06:49:00,657,102.28,Business,46,Low Fare,Boeing 737,0.75
UA1374,United Airlines,UA,SFO,LAX,South America,2024-03-04T09:09:00,2024-03-04T18:31:00,562,203.95,Economy,184,Low Fare,Airbus A320,0.79
SS1776,Corsairfly,SS,SFO,CDG,Europe,2024-01-19T06:19:00,2024-01-19T07:33:00,74,188.02,Business,35,Low Fare,Boeing 737,0.85
OY9171,Omni Air International,OY,SFO,CUN,Mexico,2024-06-17T23:10:00,2024-06-18T01:16:00,126,559.01,Economy,32,Other,Boeing 737,0.86
AC880,Air Canada,AC,SFO,MEX,Mexico,2024-07-06T22:22:00,2024-07-07T06:25:00,483,165.54,Economy,152,Low Fare,Boeing 787,0.83
GL6636,Miami Air International,GL,SFO,YUL,Canada,2025-05-08T17:59:00,2025-05-08T23:18:00,319,846.88,Economy,150,Other,Boeing 787,0.71
DE325,Condor Flugdienst GmbH,DE,SFO,LAX,Australia / Oceania,2025-04-29T08:14:00,2025-04-29T10:45:00,151,102.64,Business,147,Low Fare,Boeing 737,0.74
TK6003,Turkish Airlines,TK,SFO,NRT,Asia,2024-10-05T06:47:00,2024-10-05T11:57:00,310,539.95,Premium Economy,25,Other,Boeing 787,0.87
BR5750,EVA Airways,BR,SFO,DOH,Middle East,2025-08-19T22:23:00,2025-08-20T05:34:00,431,830.82,Economy,43,Other,Boeing 787,0.71
KL4553,KLM Royal Dutch Airlines,KL,SFO,NRT,Asia,2025-03-23T14:14:00,2025-03-23T22:25:00,491,599.39,Economy,165,Other,Airbus A350,0.77
MG8138,Champion Air,MG,SFO,YVR,Canada,2024-11-28T22:06:00,2024-11-29T08:28:00,622,322.01,Premium Economy,144,Other,Airbus A350,0.86
WW1959,North American Airlines,WW,SFO,DXB,Middle East,2025-02-10T10:02:00,2025-02-10T18:16:00,494,356.59,Premium Economy,158,Low Fare,Boeing 737,0.82
TZ476,ATA Airlines,TZ,SFO,CDG,Europe,2024-06-19T02:10:00,2024-06-19T10:26:00,496,535.98,Premium Economy,22,Other,Boeing 787,0.92
JL5238,Japan Airlines,JL,SFO,SJO,Central America,2025-02-04T06:34:00,2025-02-04T14:55:00,501,841.75,Economy,153,Other,Boeing 737,0.75
CM9233,DB Air,CM,SFO,CUN,Mexico,2025-10-04T10:49:00,2025-10-04T14:36:00,227,380.26,Business,96,Low Fare,Airbus A320,0.94
Y49144,Volaris Airlines,Y4,SFO,PTY,Central America,2025-04-20T07:55:00,2025-04-20T14:14:00,379,103.74,Premium Economy,178,Low Fare,Boeing 737,0.81
5Y802,"Atlas Air, Inc",5Y,SFO,LAX,Australia / Oceania,2024-11-05T02:18:00,2024-11-05T06:30:00,252,675.22,Economy,61,Other,Boeing 787,0.89
WN5474,Southwest Airlines,WN,SFO,ORD,US,2024-03-20T04:38:00,2024-03-20T06:50:00,132,555.01,Economy,165,Other,Airbus A320,0.81
XP8197,Allegro Airlines,XP,SFO,DOH,Middle East,2024-02-29T02:55:00,2024-02-29T08:28:00,333,1135.3,Economy,140,Other,Airbus A320,0.83
SK3019,SAS Airlines,SK,SFO,CUN,Mexico,2025-04-09T01:44:00,2025-04-09T10:01:00,497,205.82,Business,26,Low Fare,Airbus A320,0.73
BR4794,EVA Airways,BR,SFO,LAX,Australia / Oceania,2024-03-25T11:58:00,2024-03-25T22:44:00,646,1334.77,Business,14,Other,Boeing 787,0.89
SQ9047,Singapore Airlines,SQ,SFO,LAX,Australia / Oceania,2025-02-03T09:02:00,2025-02-03T15:12:00,370,387.65,Economy,145,Low Fare,Boeing 787,0.93
BR4539,EVA Airways,BR,SFO,LAX,Australia / Oceania,2024-02-05T02:50:00,2024-02-05T10:36:00,466,1127.77,Premium Economy,144,Other,Airbus A350,0.9
HX2593,Pacific Aviation,HX,SFO,FRA,Europe,2025-05-21T04:27:00,2025-05-21T14:29:00,602,308.46,Business,130,Low Fare,Boeing 787,0.83
US7061,US Airways,US,SFO,LAX,South America,2025-03-30T23:43:00,2025-03-31T02:22:00,159,917.8,Business,51,Other,Airbus A350,0.95
EK1403,Emirates,EK,SFO,YUL,Canada,2025-12-08T21:14:00,2025-12-08T23:48:00,154,377.9,Economy,68,Low Fare,Boeing 787,0.73
WW8298,WOW Air,WW,SFO,LAX,US,2024-06-18T03:40:00,2024-06-18T14:56:00,676,604.77,Business,74,Other,Airbus A350,0.85
YP9159,"Air Premia, Inc.",YP,SFO,SJO,Central America,2024-06-29T09:38:00,2024-06-29T20:14:00,636,298.15,Business,33,Low Fare,Airbus A320,0.83
MG6608,Champion Air,MG,SFO,DXB,Middle East,2024-06-20T03:59:00,2024-06-20T13:10:00,551,302.26,Economy,146,Other,Boeing 737,0.9
VX4546,Virgin America,VX,SFO,HKG,Asia,2025-09-09T08:25:00,2025-09-09T10:23:00,118,305.28,Premium Economy,21,Low Fare,Airbus A320,0.83
LH9037,Lufthansa German Airlines,LH,SFO,LAX,Australia / Oceania,2025-09-02T05:06:00,2025-09-02T07:04:00,118,439.02,Business,180,Other,Boeing 737,0.79
GL8529,Pacific Aviation,GL,SFO,PTY,Central America,2024-07-12T02:00:00,2024-07-12T13:29:00,689,1418.24,Economy,25,Other,Airbus A320,0.85
XE1731,ExpressJet Airlines,XE,SFO,CUN,Mexico,2024-08-09T06:01:00,2024-08-09T08:19:00,138,330.44,Economy,73,Low Fare,Airbus A320,0.79
OY1234,Omni Air International,OY,SFO,CUN,Mexico,2025-11-08T15:33:00,2025-11-08T17:30:00,117,330.1,Business,175,Low Fare,Boeing 787,0.79
NH3722,"All Nippon Company Airways, Ltd.",NH,SFO,SJO,Central America,2024-10-21T18:11:00,2024-10-22T00:35:00,384,313.47,Economy,54,Low Fare,Airbus A350,0.94
KE4085,Korean Air Lines,KE,SFO,FRA,Europe,2025-11-18T04:45:00,2025-11-18T05:49:00,64,1232.33,Economy,75,Other,Airbus A320,0.88
EI9107,Trego Dugan Aviation,EI,SFO,JFK,US,2024-01-15T02:06:00,2024-01-15T03:23:00,77,671.24,Business,182,Other,Boeing 787,0.77
5Y3706,"Atlas Air, Inc",5Y,SFO,LAX,US,2025-01-11T05:47:00,2025-01-11T07:12:00,85,187.83,Business,169,Low Fare,Boeing 737,0.91
EV3112,Atlantic Southeast Airlines,EV,SFO,DOH,Middle East,2024-10-21T20:08:00,2024-10-21T21:51:00,103,786.35,Business,54,Other,Boeing 737,0.81
KE5318,Korean Air Lines,KE,SFO,CUN,Mexico,2024-07-02T00:28:00,2024-07-02T01:33:00,65,1066.46,Premium Economy,38,Other,Airbus A320,0.81
CA448,North American Airlines,CA,SFO,SJO,Central America,2025-06-10T20:27:00,2025-06-11T08:23:00,716,312.61,Economy,177,Low Fare,Airbus A350,0.93
US1893,US Airways,US,SFO,DOH,Middle East,2025-11-17T12:16:00,2025-11-17T17:29:00,313,1434.26,Business,28,Other,Boeing 787,0.72
CZ8378,China Southern,CZ,SFO,LAX,US,2024-09-23T01:50:00,2024-09-23T09:42:00,472,142.2,Economy,45,Low Fare,Airbus A320,0.86
CC4017,Air Atlanta Icelandic,CC,SFO,SJO,Central America,2025-02-23T06:50:00,2025-02-23T16:41:00,591,1075.62,Premium Economy,200,Other,Boeing 737,0.76
AF5408,Air France,AF,SFO,LAX,Australia / Oceania,2025-08-22T02:14:00,2025-08-22T08:49:00,395,299.23,Economy,142,Low Fare,Airbus A320,0.71
LX3216,Swiss International,LX,SFO,LHR,Europe,2024-04-21T05:36:00,2024-04-21T11:16:00,340,1238.3,Economy,67,Other,Boeing 737,0.81
EZ2463,Evergreen International Airlines,EZ,SFO,CUN,Mexico,2025-11-05T06:53:00,2025-11-05T12:13:00,320,197.25,Business,198,Low Fare,Boeing 787,0.74
DL931,Delta Air Lines,DL,SFO,YUL,Canada,2024-03-04T17:41:00,2024-03-05T00:11:00,390,1304.06,Economy,169,Other,Airbus A350,0.93
XP9895,Casino Express,XP,SFO,DEL,Asia,2025-01-07T18:50:00,2025-01-08T00:57:00,367,177.12,Economy,196,Low Fare,Boeing 737,0.84
S67753,Star Air,S6,SFO,SJO,Central America,2024-11-26T21:05:00,2024-11-27T00:00:00,175,313.99,Premium Economy,99,Low Fare,Airbus A320,0.72
9W3676,Jet Airways,9W,SFO,MEX,Mexico,2025-09-27T20:04:00,2025-09-28T01:04:00,300,220.43,Premium Economy,43,Low Fare,Boeing 737,0.84
EV2359,Swissport USA,EV,SFO,SJO,Central America,2024-06-09T15:49:00,2024-06-10T03:19:00,690,630.67,Business,103,Other,Boeing 787,0.93
AZ5731,ITA Airways,AZ,SFO,CUN,Mexico,2024-03-14T04:21:00,2024-03-14T05:24:00,63,377.02,Business,132,Low Fare,Airbus A350,0.73
4O8908,ABC Aerolineas S.A. de C.V. dba Interjet,4O,SFO,LAX,Australia / Oceania,2025-07-05T03:58:00,2025-07-05T08:07:00,249,642.44,Premium Economy,188,Other,Airbus A350,0.81
F85116,"Flair Airlines, Ltd.",F8,SFO,MEX,Mexico,2024-03-21T02:54:00,2024-03-21T07:05:00,251,184.13,Business,107,Low Fare,Airbus A350,0.71
DL7729,Delta Air Lines,DL,SFO,CUN,Mexico,2025-01-20T09:31:00,2025-01-20T11:52:00,141,487.6,Economy,120,Other,Airbus A350,0.78
N75274,National Airlines,N7,SFO,HKG,Asia,2024-07-21T11:26:00,2024-07-21T13:52:00,146,673.59,Premium Economy,48,Other,Boeing 787,0.9
CC9749,Air Atlanta Icelandic,CC,SFO,SJO,Central America,2024-03-25T02:28:00,2024-03-25T09:23:00,415,1371.89,Economy,17,Other,Boeing 737,0.86
G42229,Allegiant Air,G4,SFO,DXB,Middle East,2024-04-09T23:58:00,2024-04-10T06:02:00,364,254.49,Economy,160,Low Fare,Airbus A320,0.72
QK2157,Servisair,QK,SFO,MIA,US,2025-05-10T12:18:00,2025-05-10T13:19:00,61,383.72,Premium Economy,197,Low Fare,Boeing 787,0.79
RD9193,Boeing Company,RD,SFO,LAX,Australia / Oceania,2024-02-09T02:51:00,2024-02-09T07:55:00,304,577.98,Business,146,Other,Airbus A350,0.74
DP7271,Air 2000,DP,SFO,FRA,Europe,2025-01-12T15:49:00,2025-01-13T00:57:00,548,536.54,Premium Economy,136,Other,Boeing 737,0.84
TK5690,Turkish Airlines,TK,SFO,LAX,South America,2024-04-28T05:54:00,2024-04-28T14:47:00,533,530.89,Premium Economy,37,Other,Boeing 737,0.71
SR5651,Swissair,SR,SFO,LAX,Australia / Oceania,2025-04-28T16:23:00,2025-04-29T03:03:00,640,319.89,Premium Economy,94,Low Fare,Boeing 787,0.72
VN7264,Vietnam Airlines JSC,VN,SFO,NRT,Asia,2025-09-17T13:50:00,2025-09-17T19:23:00,333,121.13,Business,95,Low Fare,Boeing 737,0.76
SR9355,Swissair,SR,SFO,JFK,US,2025-07-22T10:22:00,2025-07-22T20:24:00,602,483.62,Premium Economy,114,Other,Airbus A320,0.74
VS1669,Virgin Atlantic,VS,SFO,LAX,Australia / Oceania,2025-01-03T17:59:00,2025-01-04T04:16:00,617,1452.85,Business,78,Other,Boeing 737,0.85
TK9260,Turkish Airlines,TK,SFO,NRT,Asia,2025-05-25T16:12:00,2025-05-26T01:44:00,572,1203.21,Business,15,Other,Airbus A350,0.77
NH3334,"All Nippon Company Airways, Ltd.",NH,SFO,SJO,Central America,2024-09-24T09:55:00,2024-09-24T19:44:00,589,309.65,Business,100,Low Fare,Airbus A350,0.91
VN6070,Vietnam Airlines JSC,VN,SFO,YUL,Canada,2025-01-20T10:36:00,2025-01-20T21:53:00,677,294.84,Premium Economy,148,Low Fare,Airbus A350,0.84
CA5511,Air China,CA,SFO,SJO,Central America,2025-09-12T19:43:00,2025-09-13T07:00:00,677,309.35,Economy,111,Low Fare,Airbus A320,0.72
JL4591,Japan Airlines,JL,SFO,AMS,Europe,2025-01-24T06:56:00,2025-01-24T09:06:00,130,835.86,Economy,172,Other,Airbus A350,0.75
B61325,JetBlue Airways,B6,SFO,MEX,Mexico,2025-02-12T23:23:00,2025-02-13T05:39:00,376,233.78,Premium Economy,105,Low Fare,Boeing 737,0.9
LP5323,LAN Peru,LP,SFO,AMS,Europe,2024-06-04T13:12:00,2024-06-04T21:31:00,499,1365.57,Economy,155,Other,Airbus A320,0.8
XJ2436,"China Eastern Airlines, Inc",XJ,SFO,LAX,South America,2025-12-22T18:10:00,2025-12-22T23:23:00,313,375.61,Economy,113,Low Fare,Airbus A320,0.85
SY5245,Sun Country Airlines,SY,SFO,FRA,Europe,2024-01-06T11:58:00,2024-01-06T23:11:00,673,658.14,Business,186,Other,Airbus A320,0.86
YX9129,Midwest Airlines,YX,SFO,DOH,Middle East,2024-05-05T11:51:00,2024-05-05T22:58:00,667,415.81,Economy,100,Other,Boeing 737,0.86
